,0,1,2,__mappify_error,Latitude,Longitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType
3403,Lake Victoria,LOCATION,18961212-960-200242998 (1 of 1).txt,No match found.,145.395694444444,-37.97763824,VIC,1.7470725974955283,1.899956571443631,8,62.5,exact
3404,Australia,LOCATION,18820224-964-195867725 (1 of 1).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
3405,Wentworth Mounds,LOCATION,18920304-508-113758734 (2 of 2).txt,No match found.,150.98444444444442,-31.098333333333333,NSW,0.0,0.0,1,100.0,exact
3406,Tainworth,LOCATION,18920304-508-113758734 (2 of 2).txt,No match found.,,,None,,,0,,None
3407,Flemington,LOCATION,18950703-16-3605173 (1 of 2).txt,No match found.,144.93722210555552,-37.77777827166665,Ambiguous,2.8487691376340476,0.010967230511374146,8,,exact
3408,Birdsville Handicap,LOCATION,18950703-16-3605173 (1 of 2).txt,No match found.,,,None,,,0,,None
3409,Flemington,LOCATION,18950703-16-3605173 (1 of 2).txt,No match found.,144.93722210555552,-37.77777827166665,Ambiguous,2.8487691376340476,0.010967230511374146,8,,exact
3410,Myrtle,LOCATION,18950703-16-3605173 (1 of 2).txt,No match found.,152.9511111111111,-29.131666666666668,NSW,1.4879837274212964,0.03333333333333499,4,75.0,exact
3411,Esq.,LOCATION,18650128-756-190702447 (1 of 1).txt,No match found.,,,None,,,0,,None
3412,Sydney,LOCATION,18370121-1474-252653243 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3413,Cullenbone,LOCATION,18921003-35-13881150 (1 of 1).txt,No match found.,149.50944444444445,-32.49,NSW,0.0,0.0,1,100.0,exact
3414,Bendigo valley,LOCATION,18910912-346-89007741 (1 of 1).txt,No match found.,,,None,,,0,,None
3415,Lake,LOCATION,18780305-241-94717966 (4 of 4).txt,No match found.,147.5011111111111,-35.115,NSW,1.4212609049366036,1.5,4,100.0,exact
3416,Eilq.,LOCATION,18780305-241-94717966 (4 of 4).txt,No match found.,,,None,,,0,,None
3417,Woods,LOCATION,18980325-155-57499354 (1 of 1).txt,No match found.,138.09615000000002,-33.487325,SA,1.6444752879643854,0.8884133656905815,4,100.0,exact
3418,J.P.,LOCATION,18950909-508-109878808 (8 of 8).txt,No match found.,,,None,,,0,,None
3419,Sydney,LOCATION,18950909-508-109878808 (8 of 8).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3420,TAEKE,LOCATION,18950909-508-109878808 (8 of 8).txt,No match found.,,,None,,,0,,None
3421,Port Elliston,LOCATION,18941127-53-44100541 (3 of 3).txt,No match found.,134.87185,-33.64733,SA,0.0,0.0,1,100.0,exact
3422,Franklin Harbor,LOCATION,18941127-53-44100541 (3 of 3).txt,No match found.,136.9380402,-33.71720039,SA,0.0,0.0,1,100.0,exact
3423,Vacy,LOCATION,18750106-35-13349291 (2 of 6).txt,No match found.,151.56833333333333,-32.535694444444445,NSW,0.0043412498911351086,0.0043412498911351086,3,66.66666666666666,exact
3424,Weetultee,LOCATION,18781224-1173-216302379 (2 of 2).txt,No match found.,,,None,,,0,,None
3425,Upper Paterson,LOCATION,18750106-35-13349291 (2 of 6).txt,No match found.,,,None,,,0,,None
3426,Kalkabury,LOCATION,18781224-1173-216302379 (2 of 2).txt,No match found.,137.75163,-34.251009999999994,SA,0.009057069062338998,0.009057069062338998,2,100.0,exact
3427,Maryborough Hospital,LOCATION,18681226-792-169266186 (1 of 1).txt,No match found.,143.7370758,-37.04541779,VIC,0.0,0.0,1,100.0,exact
3428,Ballarat Hospital,LOCATION,18681226-792-169266186 (1 of 1).txt,No match found.,,,None,,,0,,None
3429,Belfast,LOCATION,18681226-792-169266186 (1 of 1).txt,No match found.,142.2169480166665,-38.365000176666655,VIC,0.024750309808685714,0.024750309808685714,4,50.0,exact
3430,Hamilton Hospital,LOCATION,18681226-792-169266186 (1 of 1).txt,No match found.,142.0304108,-37.73680496,VIC,0.0,0.0,1,100.0,exact
3431,Temperance Hall,LOCATION,18901213-350-101010355 (1 of 1).txt,No match found.,,,None,,,0,,None
3432,Luddenham,LOCATION,18901213-350-101010355 (1 of 1).txt,No match found.,150.71833333333333,-33.861666666666665,NSW,0.0,0.0,1,100.0,exact
3433,South Australia,LOCATION,18590528-7-793339 (1 of 1).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
3434,Gippsland,LOCATION,18980222-1495-255606357 (1 of 2).txt,No match found.,146.966,-37.4032,Ambiguous,0.0,0.0,2,,exact
3435,Star Tbea,LOCATION,18980222-1495-255606357 (1 of 2).txt,No match found.,,,None,,,0,,None
3436,Scottsdale,LOCATION,18980304-1622-258481881 (3 of 3).txt,No match found.,147.5099945,-41.15999985,TAS,0.0,0.0,1,100.0,exact
3437,West coast,LOCATION,18980304-1622-258481881 (3 of 3).txt,No match found.,145.40900119999998,-41.982999085,TAS,0.3820079150911335,0.3820079150911335,2,100.0,exact
3438,Mount Macedcn,LOCATION,18810513-1052-208566771 (1 of 1).txt,No match found.,,,None,,,0,,None
3439,Mount Lofty Ranges,LOCATION,18830201-239-90141298 (1 of 2).txt,No match found.,,,None,,,0,,None
3440,Geelong,LOCATION,18830201-239-90141298 (1 of 2).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
3441,Germany,LOCATION,18870301-567-226155478 (1 of 1).txt,No match found.,120.1928,-30.8615,WA,0.0,0.0,1,100.0,fuzzy
3442,Balkan peninsula,LOCATION,18870301-567-226155478 (1 of 1).txt,No match found.,,,None,,,0,,None
3443,Danmone,LOCATION,18870301-567-226155478 (1 of 1).txt,No match found.,,,None,,,0,,None
3444,Harton Hills,LOCATION,18870301-567-226155478 (1 of 1).txt,No match found.,,,None,,,0,,None
3445,Apia,LOCATION,18860116-289-93850463 (1 of 1).txt,No match found.,,,None,,,0,,None
3446,New Zealand,LOCATION,18860116-289-93850463 (1 of 1).txt,No match found.,,,None,,,0,,None
3447,Comleroy,LOCATION,18950914-192-66447861 (2 of 3).txt,No match found.,150.69416666666666,-33.53305555555555,NSW,0.009820927516480105,0.009820927516480105,2,100.0,exact
3448,Builridge,LOCATION,18950914-192-66447861 (2 of 3).txt,No match found.,,,None,,,0,,None
3449,New Zealand,LOCATION,18750923-185-208331854 (1 of 1).txt,No match found.,,,None,,,0,,None
3450,New York,LOCATION,18750923-185-208331854 (1 of 1).txt,No match found.,,,None,,,0,,None
3451,Helen,LOCATION,18980921-276-77519350 (1 of 1).txt,No match found.,140.38522,-37.91694,SA,0.0,0.0,1,100.0,exact
3452,Mount Gambler,LOCATION,18980921-276-77519350 (1 of 1).txt,No match found.,,,None,,,0,,None
3453,Wollongong,LOCATION,18960418-698-162825884 (1 of 1).txt,No match found.,150.89291666666668,-34.42513888888889,NSW,0.029839385607442162,0.009218498807194973,4,100.0,exact
3454,Millioent,LOCATION,18980921-276-77519350 (1 of 1).txt,No match found.,,,None,,,0,,None
3455,Creek,LOCATION,18680108-366-101476338 (2 of 2).txt,No match found.,,,None,,,0,,None
3456,Bridgetown,LOCATION,18890330-1563-257688475 (1 of 1).txt,No match found.,116.13725,-33.955470000000005,WA,0.004506939094333771,0.004506939094333771,4,50.0,exact
3457,Jdrrett,LOCATION,18820211-49-60620068 (5 of 6).txt,No match found.,,,None,,,0,,None
3458,Bunbury-Boyanup Railway,LOCATION,18890330-1563-257688475 (1 of 1).txt,No match found.,,,None,,,0,,None
3459,Bullengarook,LOCATION,18820211-49-60620068 (5 of 6).txt,No match found.,144.5134735,-37.50597382,VIC,0.019182601417080204,0.021568542676549066,3,100.0,exact
3460,Himalaya,LOCATION,18650615-13-5747868 (2 of 4).txt,No match found.,,,None,,,0,,None
3461,Esq.,LOCATION,18671228-582-198647019 (1 of 1).txt,No match found.,,,None,,,0,,None
3462,Long'un,LOCATION,18820318-821-160155333 (2 of 2).txt,No match found.,,,None,,,0,,None
3463,Waines,LOCATION,18820318-821-160155333 (2 of 2).txt,No match found.,,,None,,,0,,None
3464,Big Hill,LOCATION,18801228-346-88641090 (1 of 5).txt,No match found.,148.8761111111111,-35.17333333333333,Ambiguous,3.493505179007692,3.1798852127542285,55,,exact
3465,Globe Hotel,LOCATION,18880210-436-254577072 (1 of 1).txt,No match found.,,,None,,,0,,None
3466,Redlands,LOCATION,18880210-436-254577072 (1 of 1).txt,No match found.,147.932342,-32.69880325,NSW,2.9241870132979084,2.8027294168375536,10,80.0,exact
3467,South Australia,LOCATION,18790227-232-232166992 (1 of 1).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
3468,Geelong,LOCATION,18790227-232-232166992 (1 of 1).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
3469,New South Wales,LOCATION,18790227-232-232166992 (1 of 1).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
3470,Belfast Gazttle,LOCATION,18790401-232-232168137 (1 of 2).txt,No match found.,,,None,,,0,,None
3471,Conewarre,LOCATION,18550205-110-71571665 (2 of 3).txt,No match found.,144.4037476,-38.24874878,VIC,0.0,0.0,1,100.0,exact
3472,Springs,LOCATION,18980430-10-9420932 (2 of 4).txt,No match found.,138.998535,-31.818215000000002,Ambiguous,13.096317331441167,13.97169590284389,7,,exact
3473,Wiutworth,LOCATION,18670213-180-69385774 (2 of 2).txt,No match found.,,,None,,,0,,None
3474,ZEALAND,LOCATION,18670213-180-69385774 (2 of 2).txt,No match found.,,,None,,,0,,None
3475,South-Eastern,LOCATION,18670213-180-69385774 (2 of 2).txt,No match found.,147.544,-42.9019,No best estimate,0.0,0.0,1,100.0,fuzzy
3476,Uorth Cape,LOCATION,18850703-508-111013216 (1 of 1).txt,No match found.,,,None,,,0,,None
3477,BAYSWATER,LOCATION,18930221-13-8517565 (2 of 4).txt,No match found.,145.2645874,-37.84125137,Ambiguous,12.83713554330335,0.003722529989273473,9,,exact
3478,Bayswater,LOCATION,18930221-13-8517565 (2 of 4).txt,No match found.,145.2645874,-37.84125137,Ambiguous,12.83713554330335,0.003722529989273473,9,,exact
3479,Benalla West,LOCATION,18940518-222-71551899 (1 of 1).txt,No match found.,,,None,,,0,,None
3480,Wangaratta,LOCATION,18940518-222-71551899 (1 of 1).txt,No match found.,146.3165283,-36.35486221,VIC,0.005494748627165731,0.005892148856502997,4,75.0,exact
3481,West,LOCATION,18821216-41-43340891 (1 of 2).txt,No match found.,,,None,,,0,,None
3482,Geelong,LOCATION,18650228-13-5738103 (2 of 3).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
3483,Barrabool Hills,LOCATION,18510222-364-101734335 (5 of 6).txt,No match found.,144.2676392,-38.16291809,VIC,0.0,0.0,1,100.0,exact
3484,Collingwood,LOCATION,18510222-364-101734335 (5 of 6).txt,No match found.,149.3071065,-33.931666666666665,NSW,1.9153565258149645,1.6515331414653407,13,53.84615384615385,exact
3485,New South Wales,LOCATION,18941201-192-66445356 (3 of 5).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
3486,Pitt Town,LOCATION,18941201-192-66445356 (3 of 5).txt,No match found.,150.86777777777777,-33.58166666666667,NSW,0.011986205554099868,0.012388390622759411,3,100.0,exact
3487,Pall Mall,LOCATION,18750122-346-88238018 (3 of 5).txt,No match found.,146.25,-19.566666666666666,QLD,0.0,0.0,1,100.0,exact
3488,SYDNEY,LOCATION,18831215-621-220537271 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3489,Gundagai,LOCATION,18831215-621-220537271 (1 of 1).txt,No match found.,148.1011111111111,-35.065,NSW,0.017568209223160408,0.0,4,75.0,exact
3490,Wagga,LOCATION,18831215-621-220537271 (1 of 1).txt,No match found.,147.35009141666666,-31.769350944444444,NSW,1.8112052104092018,1.8112052104092018,2,100.0,exact
3491,Murray River,LOCATION,18980224-346-89467616 (2 of 2).txt,No match found.,148.16194444444443,-36.57847222222222,NSW,0.21355190806515845,0.21355190806515845,6,50.0,exact
3492,Cumroerajunga,LOCATION,18980224-346-89467616 (2 of 2).txt,No match found.,,,None,,,0,,None
3493,Mount Barker,LOCATION,18971217-714-148070557 (2 of 2).txt,No match found.,127.17300995,-34.64287,Ambiguous,10.258885743509644,9.54499595229171,8,,exact
3494,Mount Barker,LOCATION,18971217-714-148070557 (2 of 2).txt,No match found.,127.17300995,-34.64287,Ambiguous,10.258885743509644,9.54499595229171,8,,exact
3495,Gippsland,LOCATION,18910227-135-59205351 (6 of 6).txt,No match found.,146.966,-37.4032,Ambiguous,0.0,0.0,2,,exact
3496,Bass River,LOCATION,18700625-10-8863687 (1 of 1).txt,No match found.,145.6154175,-38.4090271,VIC,0.0,0.0,1,100.0,exact
3497,Midsummer Handicap,LOCATION,18850103-621-220545815 (1 of 2).txt,No match found.,,,None,,,0,,None
3498,Mount Greenock,LOCATION,18850103-621-220545815 (1 of 2).txt,No match found.,143.7268066,-37.20152664,VIC,0.0,0.0,1,100.0,exact
3499,Fiji,LOCATION,18850103-621-220545815 (1 of 2).txt,No match found.,,,None,,,0,,None
3500,Avon River,LOCATION,18681231-13-5835602 (2 of 2).txt,No match found.,147.0126343,-36.66624832,Ambiguous,4.0994817913685075,4.142017283910017,6,,exact
3501,Victoria,LOCATION,18870113-8-18888783 (1 of 3).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
3502,Riverina,LOCATION,18870113-8-18888783 (1 of 3).txt,No match found.,115.8173,-33.25685,WA,2.0984653168303855,0.3933544621585014,4,75.0,exact
3503,Railway Station,LOCATION,18800109-966-197734881 (3 of 5).txt,No match found.,,,None,,,0,,None
3504,Bungowanoh,LOCATION,18660109-35-13124405 (6 of 9).txt,No match found.,,,None,,,0,,None
3505,Australia,LOCATION,18851128-275-76478981 (1 of 1).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
3506,Tregurtha,LOCATION,18980128-1495-255606158 (1 of 3).txt,No match found.,,,None,,,0,,None
3507,Eastern Railway,LOCATION,18851128-275-76478981 (1 of 1).txt,No match found.,,,None,,,0,,None
3508,Wappett,LOCATION,18980128-1495-255606158 (1 of 3).txt,No match found.,,,None,,,0,,None
3509,Gippsland,LOCATION,18980128-1495-255606158 (1 of 3).txt,No match found.,146.966,-37.4032,Ambiguous,0.0,0.0,2,,exact
3510,Gippsland,LOCATION,18980128-1495-255606158 (1 of 3).txt,No match found.,146.966,-37.4032,Ambiguous,0.0,0.0,2,,exact
3511,Fremantle,LOCATION,18380324-6-639594 (1 of 1).txt,No match found.,115.7459,-32.055085,WA,0.006672194407194487,0.006670032193073736,4,100.0,exact
3512,Miss Pace,LOCATION,18380324-6-639594 (1 of 1).txt,No match found.,,,None,,,0,,None
3513,Fremantle,LOCATION,18380324-6-639594 (1 of 1).txt,No match found.,115.7459,-32.055085,WA,0.006672194407194487,0.006670032193073736,4,100.0,exact
3514,North Coast,LOCATION,18881110-698-161885967 (1 of 2).txt,No match found.,,,None,,,0,,None
3515,Riverina,LOCATION,18881110-698-161885967 (1 of 2).txt,No match found.,115.8173,-33.25685,WA,2.0984653168303855,0.3933544621585014,4,75.0,exact
3516,Putta Bucca,LOCATION,18910110-698-163657874 (4 of 12).txt,No match found.,149.58444444444444,-32.57333333333334,NSW,0.0,0.0,1,100.0,exact
3517,Guildhall,LOCATION,18790312-77-51990522 (2 of 2).txt,No match found.,,,None,,,0,,None
3518,Mount Gambier,LOCATION,18790312-77-51990522 (2 of 2).txt,No match found.,140.7648133,-37.82411,SA,2.35242976994654,0.014996700000011742,3,100.0,exact
3519,Kew Zealand,LOCATION,18790312-77-51990522 (2 of 2).txt,No match found.,,,None,,,0,,None
3520,Cullindina,LOCATION,18551225-67-60171509 (1 of 1).txt,No match found.,,,None,,,0,,None
3521,Albury District,LOCATION,18551225-67-60171509 (1 of 1).txt,No match found.,,,None,,,0,,None
3522,Hume River,LOCATION,18551225-67-60171509 (1 of 1).txt,No match found.,,,None,,,0,,None
3523,Albury District,LOCATION,18551225-67-60171509 (1 of 1).txt,No match found.,,,None,,,0,,None
3524,South Australia,LOCATION,18551225-67-60171509 (1 of 1).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
3525,South Tara,LOCATION,18551225-67-60171509 (1 of 1).txt,No match found.,,,None,,,0,,None
3526,Peninsula,LOCATION,18700111-41-39205687 (1 of 4).txt,No match found.,116.0693,-31.96788,WA,2.6280637238162328,1.9589799999999968,4,75.0,exact
3527,River Don,LOCATION,18700326-13-5816107 (1 of 1).txt,No match found.,151.999432,-31.952041,NSW,0.0,0.0,1,100.0,fuzzy
3528,LAUNCESTON,LOCATION,18700326-13-5816107 (1 of 1).txt,No match found.,147.2219997,-41.400499315,TAS,0.0910178283940018,0.0910178283940018,2,100.0,exact
3529,W.Z,LOCATION,18980106-650-156741186 (1 of 1).txt,No match found.,,,None,,,0,,None
3530,Southland Lakes,LOCATION,18980106-650-156741186 (1 of 1).txt,No match found.,,,None,,,0,,None
3531,West Africa,LOCATION,18980106-650-156741186 (1 of 1).txt,No match found.,,,None,,,0,,None
3532,Kong,LOCATION,18980106-650-156741186 (1 of 1).txt,No match found.,,,None,,,0,,None
3533,Mahomedan,LOCATION,18980106-650-156741186 (1 of 1).txt,No match found.,,,None,,,0,,None
3534,Paris,LOCATION,18980106-650-156741186 (1 of 1).txt,No match found.,,,None,,,0,,None
3535,Riverina,LOCATION,18870113-84-30915477 (1 of 3).txt,No match found.,115.8173,-33.25685,WA,2.0984653168303855,0.3933544621585014,4,75.0,exact
3536,QUEENSLAND,LOCATION,18920116-460-138622473 (1 of 2).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
3537,Glendower Station,LOCATION,18920116-460-138622473 (1 of 2).txt,No match found.,,,None,,,0,,None
3538,Mexico Station,LOCATION,18920116-460-138622473 (1 of 2).txt,No match found.,,,None,,,0,,None
3539,Oakwood Station,LOCATION,18920116-460-138622473 (1 of 2).txt,No match found.,,,None,,,0,,None
3540,Mauritius,LOCATION,18620228-41-40468634 (1 of 1).txt,No match found.,,,None,,,0,,None
3541,Ballarar,LOCATION,18620228-41-40468634 (1 of 1).txt,No match found.,144.33957258333334,-25.834606583333333,Ambiguous,6.580914767717456,6.580914767717456,2,,fuzzy
3542,Bottle Hill,LOCATION,18820213-232-249292201 (1 of 1).txt,No match found.,140.43347619999997,-34.442604044999996,Ambiguous,4.45911957727147,4.45911957727147,2,,exact
3543,Castle maine,LOCATION,18770205-582-198223468 (1 of 1).txt,No match found.,144.218057094444,-37.064165115,VIC,0.0021892675707343903,0.001456216280219173,4,100.0,fuzzy
3544,Upper Loddon Hotel,LOCATION,18630106-13-6482437 (10 of 17).txt,No match found.,,,None,,,0,,None
3545,Mount Bealiba,LOCATION,18630106-13-6482437 (10 of 17).txt,No match found.,143.6270905,-36.82263947,VIC,0.0,0.0,1,100.0,exact
3546,Mooroopna Hospital,LOCATION,18981201-545-209795669 (1 of 1).txt,No match found.,,,None,,,0,,None
3547,Katamatite,LOCATION,18981201-545-209795669 (1 of 1).txt,No match found.,145.6904144,-36.0765277777777,VIC,0.017586987778233202,0.013335042222301752,3,100.0,exact
3548,Mount Macedon,LOCATION,18750125-67-61020825 (5 of 6).txt,No match found.,144.5843048,-37.3976388888888,VIC,0.012631696594807963,0.016110801111203443,3,100.0,exact
3549,Upper Macedon,LOCATION,18750125-67-61020825 (5 of 6).txt,No match found.,144.589305555555,-37.3976388888888,VIC,0.0,0.0,1,100.0,exact
3550,New Gisburne,LOCATION,18750125-67-61020825 (5 of 6).txt,No match found.,144.59625,-37.4626388888888,VIC,0.0,0.0,1,100.0,fuzzy
3551,Mount,LOCATION,18750125-67-61020825 (5 of 6).txt,No match found.,,,None,,,0,,None
3552,Hobart Town,LOCATION,18340124-19-4187815 (1 of 1).txt,No match found.,,,None,,,0,,None
3553,CONDOBOLIN,LOCATION,18931223-52-71193207 (15 of 19).txt,No match found.,147.1511111111111,-33.065,NSW,0.0077076524399978495,0.0070819715466628385,7,57.14285714285714,exact
3554,NABRANDEEA,LOCATION,18931223-52-71193207 (15 of 19).txt,No match found.,,,None,,,0,,None
3555,Bygolvin Station,LOCATION,18931223-52-71193207 (15 of 19).txt,No match found.,,,None,,,0,,None
3556,Narrandera,LOCATION,18931223-52-71193207 (15 of 19).txt,No match found.,146.5511111111111,-34.74,NSW,0.02308908860479015,0.01666666666666572,4,100.0,exact
3557,Bynya Station,LOCATION,18931223-52-71193207 (15 of 19).txt,No match found.,,,None,,,0,,None
3558,Wiridgil,LOCATION,18961224-43-65339518 (2 of 3).txt,No match found.,,,None,,,0,,None
3559,Bynya Estate,LOCATION,18931223-52-71193207 (15 of 19).txt,No match found.,,,None,,,0,,None
