,0,1,2,__mappify_error,Latitude,Longitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType
5925,Australia,LOCATION,18980129-747-145747395 (1 of 2).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
5926,Victoria,LOCATION,18720118-809-197446241 (1 of 1).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
5927,Bullock Creek,LOCATION,18650304-460-138038380 (4 of 4).txt,No match found.,148.31777777777776,-24.366666666666667,Ambiguous,5.970925302783086,6.485643785210662,63,,exact
5928,New South Wales,LOCATION,18680123-74-36695560 (1 of 1).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
5929,North Bulli,LOCATION,18680106-67-60849262 (3 of 3).txt,No match found.,,,None,,,0,,None
5930,Port Phillip,LOCATION,18510412-821-165042830 (2 of 6).txt,No match found.,144.8913889,-38.1072222,VIC,0.0,0.0,1,100.0,exact
5931,Port Phillip,LOCATION,18510412-821-165042830 (2 of 6).txt,No match found.,144.8913889,-38.1072222,VIC,0.0,0.0,1,100.0,exact
5932,Tasmania,LOCATION,18980205-10-9414898 (2 of 2).txt,No match found.,146.75,-42.0,TAS,0.0,0.0,2,100.0,exact
5933,Port Elliot,LOCATION,18590209-7-788797 (3 of 4).txt,No match found.,138.6801342,-35.53311666,SA,1.2062261886739145,0.0,3,100.0,exact
5934,Woodford Forest,LOCATION,18680314-792-169264673 (1 of 2).txt,No match found.,,,None,,,0,,None
5935,Thompson River,LOCATION,18680314-792-169264673 (1 of 2).txt,No match found.,128.1121,-14.96246,WA,0.0,0.0,1,100.0,exact
5936,Tullaroop Creek,LOCATION,18680314-792-169264673 (1 of 2).txt,No match found.,143.8561111111105,-37.2327777777777,VIC,0.17122527306386176,0.17122527306386176,2,100.0,exact
5937,Kuitpo,LOCATION,18911128-290-91564159 (1 of 2).txt,No match found.,138.68615,-35.22656,SA,0.0,0.0,1,100.0,exact
5938,Echunga Wattle Plantation,LOCATION,18911128-290-91564159 (1 of 2).txt,No match found.,,,None,,,0,,None
5939,North-Eastern,LOCATION,18930214-185-209782694 (1 of 2).txt,No match found.,147.071,-41.1389,No best estimate,0.0,0.0,1,100.0,fuzzy
5940,Australia,LOCATION,18431101-41-27445838 (2 of 2).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
5941,Western District,LOCATION,18860109-101-32697839 (1 of 1).txt,No match found.,,,None,,,0,,None
5942,Burrumbeet,LOCATION,18860109-101-32697839 (1 of 1).txt,No match found.,143.65763735000002,-37.471805562777746,VIC,0.0381207654289551,0.0327528175896201,4,100.0,exact
5943,Victoria,LOCATION,18761130-731-148511878 (1 of 1).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
5944,Wcstvrood,LOCATION,18761130-731-148511878 (1 of 1).txt,No match found.,,,None,,,0,,None
5945,Gympie,LOCATION,18761130-731-148511878 (1 of 1).txt,No match found.,152.66805555555555,-26.18611111111111,QLD,0.022105151863166975,0.004623143604748898,3,100.0,exact
5946,Mount Perry,LOCATION,18761130-731-148511878 (1 of 1).txt,No match found.,151.66458333333333,-25.181666043599435,QLD,0.4959888520540212,0.022626855853441263,6,100.0,exact
5947,Mount Perry,LOCATION,18761130-731-148511878 (1 of 1).txt,No match found.,151.66458333333333,-25.181666043599435,QLD,0.4959888520540212,0.022626855853441263,6,100.0,exact
5948,Bundaberg,LOCATION,18761130-731-148511878 (1 of 1).txt,No match found.,152.34555555555556,-24.869444444444444,QLD,0.023389811730930715,0.005121969142943028,4,75.0,exact
5949,Bass River,LOCATION,18700620-582-198850984 (1 of 1).txt,No match found.,145.6154175,-38.4090271,VIC,0.0,0.0,1,100.0,exact
5950,Poverty Point Road,LOCATION,18621112-35-13236965 (1 of 1).txt,No match found.,,,None,,,0,,None
5951,Belfast,LOCATION,18870309-43-18912398 (2 of 3).txt,No match found.,142.2169480166665,-38.365000176666655,VIC,0.024750309808685714,0.024750309808685714,4,50.0,exact
5952,Castlemaine,LOCATION,18650318-103-63170016 (16 of 23).txt,No match found.,144.218057094444,-37.064165115,VIC,0.0021892675707343903,0.001456216280219173,4,100.0,exact
5953,Purrumbete,LOCATION,18870309-43-18912398 (2 of 3).txt,No match found.,143.210972222222,-38.3495833333333,VIC,0.0,0.0,1,100.0,exact
5954,Geelong,LOCATION,18780123-70-60096240 (2 of 2).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
5955,Otway Ranges,LOCATION,18780123-70-60096240 (2 of 2).txt,No match found.,143.7687531,-38.59819412,VIC,0.0,0.0,1,100.0,exact
5956,New South Wales,LOCATION,18810929-367-117442585 (2 of 2).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
5957,Victorin,LOCATION,18810929-367-117442585 (2 of 2).txt,No match found.,,,None,,,0,,None
5958,Vacy,LOCATION,18750109-698-162492983 (2 of 8).txt,No match found.,151.56833333333333,-32.535694444444445,NSW,0.0043412498911351086,0.0043412498911351086,3,66.66666666666666,exact
5959,West Maitland,LOCATION,18750109-698-162492983 (2 of 8).txt,No match found.,,,None,,,0,,None
5960,Upper Peterson,LOCATION,18750109-698-162492983 (2 of 8).txt,No match found.,,,None,,,0,,None
5961,Sire Hall,LOCATION,18961112-239-90148313 (1 of 2).txt,No match found.,,,None,,,0,,None
5962,Sydney,LOCATION,18790217-1190-246220596 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
5963,Winchelspa Shire,LOCATION,18790217-1190-246220596 (1 of 1).txt,No match found.,,,None,,,0,,None
5964,Modewarre,LOCATION,18790217-1190-246220596 (1 of 1).txt,No match found.,144.13208427222202,-38.2411102711111,VIC,0.015064956055879512,0.015064956055879512,2,100.0,exact
5965,Belfast,LOCATION,18710216-558-150657200 (1 of 1).txt,No match found.,142.2169480166665,-38.365000176666655,VIC,0.024750309808685714,0.024750309808685714,4,50.0,exact
5966,Campbell Park,LOCATION,18931207-34-25671869 (2 of 3).txt,No match found.,151.07611111111112,-33.748333333333335,NSW,1.7263345257496594,0.44127497960656703,12,75.0,exact
5967,Mount Remarkable,LOCATION,18931207-34-25671869 (2 of 3).txt,No match found.,139.86666666666667,-20.5,Ambiguous,10.600433478360536,6.328880013258448,9,,exact
5968,Pdriiameut,LOCATION,18870407-582-198276798 (1 of 1).txt,No match found.,,,None,,,0,,None
5969,Launteston,LOCATION,18820303-74-38268155 (1 of 1).txt,No match found.,,,None,,,0,,None
5970,Sydney,LOCATION,18820303-74-38268155 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
5971,Latrobe,LOCATION,18820303-74-38268155 (1 of 1).txt,No match found.,146.48500185,-41.235499770000004,TAS,0.07519956804048303,0.07519956804048303,2,100.0,exact
5972,Sydcny,LOCATION,18820303-74-38268155 (1 of 1).txt,No match found.,,,None,,,0,,None
5973,Sydney,LOCATION,18820303-74-38268155 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
5974,Howe,LOCATION,18820303-74-38268155 (1 of 1).txt,No match found.,150.4761111111111,-34.94416666666667,NSW,2.480692807575248,2.480692807575248,4,50.0,exact
5975,Howe,LOCATION,18820303-74-38268155 (1 of 1).txt,No match found.,150.4761111111111,-34.94416666666667,NSW,2.480692807575248,2.480692807575248,4,50.0,exact
5976,Cootamundra,LOCATION,18911224-8-19004702 (1 of 2).txt,No match found.,148.01777777777778,-34.64833333333333,NSW,0.355601089837102,0.03333333333333144,5,60.0,exact
5977,Goulburn,LOCATION,18911224-8-19004702 (1 of 2).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,exact
