0,1,2
Queensland,LOCATION,18720120-382-145062849 (3 of 4).txt
Balonne,LOCATION,18720120-382-145062849 (3 of 4).txt
Barcoo,LOCATION,18720120-382-145062849 (3 of 4).txt
Alice,PERSON,18720120-382-145062849 (3 of 4).txt
Walgott,LOCATION,18720120-382-145062849 (3 of 4).txt
Iio,PERSON,18720120-382-145062849 (3 of 4).txt
Sharp,ORGANIZATION,18880121-1093-207760007 (1 of 1).txt
Syr Edwin,PERSON,18880121-1093-207760007 (1 of 1).txt
Tryon,PERSON,18880121-1093-207760007 (1 of 1).txt
New South Wales,LOCATION,18880121-1093-207760007 (1 of 1).txt
Mudges,LOCATION,18880121-1093-207760007 (1 of 1).txt
Loftus,PERSON,18880121-1093-207760007 (1 of 1).txt
Gordon,PERSON,18880121-1093-207760007 (1 of 1).txt
Federal Council,ORGANIZATION,18880121-1093-207760007 (1 of 1).txt
Herbert Sandford,PERSON,18880121-1093-207760007 (1 of 1).txt
London,LOCATION,18880121-1093-207760007 (1 of 1).txt
H. Dawson,PERSON,18880121-1093-207760007 (1 of 1).txt
McMinn,PERSON,18880121-1093-207760007 (1 of 1).txt
Hobart,LOCATION,18880121-1093-207760007 (1 of 1).txt
Advertising Company,ORGANIZATION,18880121-1093-207760007 (1 of 1).txt
Dublin,LOCATION,18880121-1093-207760007 (1 of 1).txt
Broken Hill,LOCATION,18880121-1093-207760007 (1 of 1).txt
Tommy Hudson,PERSON,18880121-1093-207760007 (1 of 1).txt
Garner,LOCATION,18880121-1093-207760007 (1 of 1).txt
Edwin,PERSON,18880121-1093-207760007 (1 of 1).txt
Hon,PERSON,18860416-966-197814408 (1 of 2).txt
Tabmanna,PERSON,18860416-966-197814408 (1 of 2).txt
Franklin Harbour,LOCATION,18860416-966-197814408 (1 of 2).txt
Cleve,PERSON,18860416-966-197814408 (1 of 2).txt
Adelaide Local Court,ORGANIZATION,18860416-966-197814408 (1 of 2).txt
J. M. Stuart,PERSON,18860416-966-197814408 (1 of 2).txt
William Bungay,PERSON,18860416-966-197814408 (1 of 2).txt
Clement Sabine,PERSON,18860416-966-197814408 (1 of 2).txt
Forest Ranges,LOCATION,18860416-966-197814408 (1 of 2).txt
Sabine,PERSON,18860416-966-197814408 (1 of 2).txt
C. Sabine,PERSON,18860416-966-197814408 (1 of 2).txt
Price-Maurice,PERSON,18860416-966-197814408 (1 of 2).txt
Grncdy,PERSON,18860416-966-197814408 (1 of 2).txt
Jessie Hammond,PERSON,18960106-30-3076153 (3 of 3).txt
Seabrook,LOCATION,18960106-30-3076153 (3 of 3).txt
Fred,PERSON,18960106-30-3076153 (3 of 3).txt
Meckering,PERSON,18960106-30-3076153 (3 of 3).txt
Charles Matthews,PERSON,18960106-30-3076153 (3 of 3).txt
Northam,PERSON,18960106-30-3076153 (3 of 3).txt
NEWCASTLE,ORGANIZATION,18960106-30-3076153 (3 of 3).txt
NEWCASTLE,LOCATION,18960106-30-3076153 (3 of 3).txt
Ihat,LOCATION,18980122-621-221141098 (1 of 1).txt
Bloomliehl,LOCATION,18980122-621-221141098 (1 of 1).txt
Messrs Lillico,PERSON,18980122-621-221141098 (1 of 1).txt
Moffat,PERSON,18980122-621-221141098 (1 of 1).txt
SYDNEY,LOCATION,18950827-806-187784056 (2 of 2).txt
Macleay River,LOCATION,18950827-806-187784056 (2 of 2).txt
Legislature,ORGANIZATION,18640109-287-92257685 (4 of 4).txt
Dutton,PERSON,18640109-287-92257685 (4 of 4).txt
South-East,LOCATION,18640109-287-92257685 (4 of 4).txt
Victoria,LOCATION,18650421-28-3748548 (1 of 3).txt
Melbourne,LOCATION,18650421-28-3748548 (1 of 3).txt
R. Hayward,PERSON,18670201-13-5784915 (1 of 1).txt
Thomas Stewart,PERSON,18670201-13-5784915 (1 of 1).txt
Williamstown,LOCATION,18670201-13-5784915 (1 of 1).txt
England,LOCATION,18670201-13-5784915 (1 of 1).txt
Mechanics ' Institute,ORGANIZATION,18670201-13-5784915 (1 of 1).txt
Williamstown,LOCATION,18670201-13-5784915 (1 of 1).txt
G. F. Verdon,PERSON,18670201-13-5784915 (1 of 1).txt
C.B.,PERSON,18670201-13-5784915 (1 of 1).txt
Neil Black,PERSON,18670201-13-5784915 (1 of 1).txt
Nelson,PERSON,18670201-13-5784915 (1 of 1).txt
Tobin,PERSON,18670201-13-5784915 (1 of 1).txt
Buchart,LOCATION,18670201-13-5784915 (1 of 1).txt
Yallock Station,LOCATION,18670201-13-5784915 (1 of 1).txt
Tozer,PERSON,18670201-13-5784915 (1 of 1).txt
Nelson,PERSON,18670201-13-5784915 (1 of 1).txt
Tobin,PERSON,18670201-13-5784915 (1 of 1).txt
Vic,PERSON,18940119-130-58880314 (1 of 1).txt
Mechanics ' Institute,ORGANIZATION,18900130-1086-212685509 (1 of 1).txt
Beverley,LOCATION,18900130-1086-212685509 (1 of 1).txt
Agricultural Society,ORGANIZATION,18900130-1086-212685509 (1 of 1).txt
York,LOCATION,18900130-1086-212685509 (1 of 1).txt
Kelly,PERSON,18900130-1086-212685509 (1 of 1).txt
Treacy,PERSON,18900130-1086-212685509 (1 of 1).txt
St. Joseph,LOCATION,18900130-1086-212685509 (1 of 1).txt
Northam,LOCATION,18900130-1086-212685509 (1 of 1).txt
Bradley,PERSON,18750121-232-191558637 (4 of 4).txt
Stawell Grammar School,ORGANIZATION,18750121-232-191558637 (4 of 4).txt
SYDNEY,LOCATION,18831213-367-103504806 (1 of 1).txt
Wogga,LOCATION,18831213-367-103504806 (1 of 1).txt
Assembly,ORGANIZATION,18831213-367-103504806 (1 of 1).txt
Day,PERSON,18831213-367-103504806 (1 of 1).txt
Bill,PERSON,18831213-367-103504806 (1 of 1).txt
W. H. Williams,PERSON,18831213-367-103504806 (1 of 1).txt
Trinity College,ORGANIZATION,18831213-367-103504806 (1 of 1).txt
Cam bridge,LOCATION,18831213-367-103504806 (1 of 1).txt
Loy,PERSON,18831213-367-103504806 (1 of 1).txt
Cambridgo,LOCATION,18831213-367-103504806 (1 of 1).txt
Nowington College,ORGANIZATION,18831213-367-103504806 (1 of 1).txt
Stanmore,LOCATION,18831213-367-103504806 (1 of 1).txt
England,LOCATION,18831213-367-103504806 (1 of 1).txt
Now Caledonia,LOCATION,18831213-367-103504806 (1 of 1).txt
Andrew Stewart,PERSON,18831213-367-103504806 (1 of 1).txt
Leiehhardt,PERSON,18860112-1297-237241615 (1 of 1).txt
Luichhurdt,PERSON,18860112-1297-237241615 (1 of 1).txt
Austra,LOCATION,18860112-1297-237241615 (1 of 1).txt
Leieh hardt,PERSON,18860112-1297-237241615 (1 of 1).txt
England,LOCATION,18951030-367-101103537 (1 of 1).txt
Knight,PERSON,18640220-8-18712229 (1 of 1).txt
Maitland,PERSON,18640220-8-18712229 (1 of 1).txt
Stockyard Creek,LOCATION,18640220-8-18712229 (1 of 1).txt
Anna Bishop,PERSON,18570109-67-60278577 (1 of 2).txt
Melbourne,LOCATION,18570109-67-60278577 (1 of 2).txt
Adelaido,LOCATION,18570109-67-60278577 (1 of 2).txt
Victoria,LOCATION,18570109-67-60278577 (1 of 2).txt
Melbourne Hospital,ORGANIZATION,18570109-67-60278577 (1 of 2).txt
Town Hall,LOCATION,18570109-67-60278577 (1 of 2).txt
Dalton,PERSON,18570109-67-60278577 (1 of 2).txt
St. Kilda,PERSON,18570109-67-60278577 (1 of 2).txt
Little Brighton,LOCATION,18570109-67-60278577 (1 of 2).txt
Moegeondura,PERSON,18840105-367-103505838 (2 of 3).txt
Thomas Emmautt,PERSON,18840105-367-103505838 (2 of 3).txt
W. F. Cowa 'sa,PERSON,18840105-367-103505838 (2 of 3).txt
Martin Fogartyss,PERSON,18840105-367-103505838 (2 of 3).txt
Goodin,PERSON,18840105-367-103505838 (2 of 3).txt
Esawmill,PERSON,18840105-367-103505838 (2 of 3).txt
C. Mc Intuuosh,PERSON,18840105-367-103505838 (2 of 3).txt
Cameron,LOCATION,18840105-367-103505838 (2 of 3).txt
Lynh,PERSON,18840105-367-103505838 (2 of 3).txt
Mir,LOCATION,18840105-367-103505838 (2 of 3).txt
Kiosra Hlsse,PERSON,18840105-367-103505838 (2 of 3).txt
W. Hlawdon,PERSON,18840105-367-103505838 (2 of 3).txt
Charles Crapp,PERSON,18840105-367-103505838 (2 of 3).txt
TuIn Blt.riuwouua,PERSON,18840105-367-103505838 (2 of 3).txt
Tarago,LOCATION,18840105-367-103505838 (2 of 3).txt
Ilave,LOCATION,18840105-367-103505838 (2 of 3).txt
St. George 's Hall,LOCATION,18680402-326-197438199 (1 of 1).txt
Bush,PERSON,18680402-326-197438199 (1 of 1).txt
Gippsland Times,ORGANIZATION,18680402-326-197438199 (1 of 1).txt
Bairnsdale,LOCATION,18680402-326-197438199 (1 of 1).txt
Stratford,LOCATION,18680402-326-197438199 (1 of 1).txt
Mrs Latham,PERSON,18680402-326-197438199 (1 of 1).txt
Sandy Creek,LOCATION,18680402-326-197438199 (1 of 1).txt
Stratford,LOCATION,18680402-326-197438199 (1 of 1).txt
Echnnga Wattle Plantation Company,ORGANIZATION,18911023-714-148121053 (1 of 2).txt
Koitpo,LOCATION,18911023-714-148121053 (1 of 2).txt
Devonport,LOCATION,18990720-10-12746245 (1 of 1).txt
Latrobe,LOCATION,18990720-10-12746245 (1 of 1).txt
Parliament,ORGANIZATION,18990720-10-12746245 (1 of 1).txt
Cobain,PERSON,18681228-484-108513900 (1 of 2).txt
Maffra,PERSON,18681228-484-108513900 (1 of 2).txt
Mowburn Park,LOCATION,18681228-484-108513900 (1 of 2).txt
Freestone Creek,LOCATION,18681228-484-108513900 (1 of 2).txt
Melbourne,LOCATION,18681228-484-108513900 (1 of 2).txt
Bush,PERSON,18930218-319-198032478 (5 of 10).txt
Lasocllcs,PERSON,18930218-319-198032478 (5 of 10).txt
Tyrrell Downs,ORGANIZATION,18930218-319-198032478 (5 of 10).txt
ALBURY,LOCATION,18930218-319-198032478 (5 of 10).txt
Bush,PERSON,18930218-319-198032478 (5 of 10).txt
Albury,LOCATION,18930218-319-198032478 (5 of 10).txt
Woomargama,LOCATION,18930218-319-198032478 (5 of 10).txt
Bungowannah,LOCATION,18930218-319-198032478 (5 of 10).txt
Melbourne,LOCATION,18930218-319-198032478 (5 of 10).txt
EGERTON,LOCATION,18930218-319-198032478 (5 of 10).txt
Bush,PERSON,18930218-319-198032478 (5 of 10).txt
Tho Legislative Council,ORGANIZATION,18600416-13-5680656 (1 of 1).txt
Bitting,PERSON,18600416-13-5680656 (1 of 1).txt
G. AV,PERSON,18600416-13-5680656 (1 of 1).txt
Leake,PERSON,18600416-13-5680656 (1 of 1).txt
Ilis Excellency,PERSON,18600416-13-5680656 (1 of 1).txt
Drummond,PERSON,18600416-13-5680656 (1 of 1).txt
Thoro,PERSON,18600416-13-5680656 (1 of 1).txt
Stirling,PERSON,18600416-13-5680656 (1 of 1).txt
Ellery,PERSON,18600416-13-5680656 (1 of 1).txt
Green,PERSON,18900902-902-217781518 (3 of 6).txt
Jack,PERSON,18900902-902-217781518 (3 of 6).txt
Green,PERSON,18900902-902-217781518 (3 of 6).txt
Jack,PERSON,18900902-902-217781518 (3 of 6).txt
Jack,PERSON,18900902-902-217781518 (3 of 6).txt
Niddnl,LOCATION,18810131-185-200654634 (1 of 1).txt
Victoria,LOCATION,18810131-185-200654634 (1 of 1).txt
Egerton,PERSON,18810131-185-200654634 (1 of 1).txt
Egerton,LOCATION,18810131-185-200654634 (1 of 1).txt
Radcliffe,PERSON,18810131-185-200654634 (1 of 1).txt
Goornong,LOCATION,18910216-346-88958143 (4 of 4).txt
Heathcote,PERSON,18910216-346-88958143 (4 of 4).txt
Mia Mia,PERSON,18910216-346-88958143 (4 of 4).txt
Costerfield,LOCATION,18910216-346-88958143 (4 of 4).txt
Ballarat,ORGANIZATION,18910216-346-88958143 (4 of 4).txt
Mount Bute,LOCATION,18910216-346-88958143 (4 of 4).txt
Samuel Wilson,PERSON,18910216-346-88958143 (4 of 4).txt
Mandurrah,LOCATION,18690320-386-106235274 (2 of 2).txt
Peel,PERSON,18690320-386-106235274 (2 of 2).txt
Church,ORGANIZATION,18690320-386-106235274 (2 of 2).txt
Church,ORGANIZATION,18690320-386-106235274 (2 of 2).txt
Peel,PERSON,18690320-386-106235274 (2 of 2).txt
H. Halls,PERSON,18690320-386-106235274 (2 of 2).txt
Alfred Allen,PERSON,18670112-319-196632543 (1 of 2).txt
Sandhurst,LOCATION,18670112-319-196632543 (1 of 2).txt
Geelong,LOCATION,18670112-319-196632543 (1 of 2).txt
Edward Searle,PERSON,18670112-319-196632543 (1 of 2).txt
Ashby,PERSON,18670112-319-196632543 (1 of 2).txt
Nolan,PERSON,18670112-319-196632543 (1 of 2).txt
Emu Creek,LOCATION,18670112-319-196632543 (1 of 2).txt
Robert Sproule,PERSON,18670112-319-196632543 (1 of 2).txt
Esler,PERSON,18670112-319-196632543 (1 of 2).txt
Co,ORGANIZATION,18670112-319-196632543 (1 of 2).txt
Sandhurst,LOCATION,18670112-319-196632543 (1 of 2).txt
Mecklonburg-Sohworin,LOCATION,18980212-821-162389005 (3 of 9).txt
North Prussia,LOCATION,18980212-821-162389005 (3 of 9).txt
Gilles Plains,LOCATION,18980212-821-162389005 (3 of 9).txt
Mount Gambior,LOCATION,18980212-821-162389005 (3 of 9).txt
Ruwoldt,PERSON,18980212-821-162389005 (3 of 9).txt
L. H. ltuwoldt,PERSON,18980212-821-162389005 (3 of 9).txt
J. J. L.Jtuwoldt,PERSON,18980212-821-162389005 (3 of 9).txt
South Australia,LOCATION,18980212-821-162389005 (3 of 9).txt
Davison,PERSON,18980212-821-162389005 (3 of 9).txt
Davison,PERSON,18980212-821-162389005 (3 of 9).txt
Vauso,PERSON,18980212-821-162389005 (3 of 9).txt
Mangels,PERSON,18791129-621-219422799 (1 of 1).txt
Dny,PERSON,18791129-621-219422799 (1 of 1).txt
T. Denning,PERSON,18820221-413-101816256 (1 of 1).txt
iWdllundry Lagoon,LOCATION,18820221-413-101816256 (1 of 1).txt
Dayi,PERSON,18820221-413-101816256 (1 of 1).txt
Denning,PERSON,18820221-413-101816256 (1 of 1).txt
Denning,PERSON,18820221-413-101816256 (1 of 1).txt
Denning,PERSON,18820221-413-101816256 (1 of 1).txt
Harry Green,PERSON,18820221-413-101816256 (1 of 1).txt
Bush,PERSON,18490206-13-4772171 (3 of 3).txt
Building Societies,ORGANIZATION,18490206-13-4772171 (3 of 3).txt
Mechanics ' Institute,ORGANIZATION,18490206-13-4772171 (3 of 3).txt
Temperance Hall,LOCATION,18490206-13-4772171 (3 of 3).txt
PRAWA,PERSON,18870128-436-254559194 (1 of 5).txt
Boree Creek,LOCATION,18870128-436-254559194 (1 of 5).txt
Siverina,LOCATION,18870128-436-254559194 (1 of 5).txt
Copland,PERSON,18920412-413-101859807 (3 of 4).txt
Hon,PERSON,18920412-413-101859807 (3 of 4).txt
W. J. Lyne,PERSON,18920412-413-101859807 (3 of 4).txt
M.P.,LOCATION,18920412-413-101859807 (3 of 4).txt
William Houston,PERSON,18920412-413-101859807 (3 of 4).txt
.fames Gormly,PERSON,18920412-413-101859807 (3 of 4).txt
Legislative Assembly,ORGANIZATION,18920412-413-101859807 (3 of 4).txt
Parramatta,ORGANIZATION,18840112-52-71007431 (4 of 8).txt
Edward Howell,PERSON,18840112-52-71007431 (4 of 8).txt
Fire - Brigade,ORGANIZATION,18840112-52-71007431 (4 of 8).txt
John Denmead,PERSON,18840112-52-71007431 (4 of 8).txt
Howell,PERSON,18840112-52-71007431 (4 of 8).txt
Howell,PERSON,18840112-52-71007431 (4 of 8).txt
Denmead,LOCATION,18840112-52-71007431 (4 of 8).txt
Singleton,PERSON,18840112-52-71007431 (4 of 8).txt
Fawcett,PERSON,18840112-52-71007431 (4 of 8).txt
McDougall,PERSON,18840112-52-71007431 (4 of 8).txt
Dixon,PERSON,18840112-52-71007431 (4 of 8).txt
Anglican Church,ORGANIZATION,18840112-52-71007431 (4 of 8).txt
Grafton,LOCATION,18840112-52-71007431 (4 of 8).txt
Kitty,PERSON,18831229-261-75654845 (1 of 1).txt
Boon,PERSON,18831229-261-75654845 (1 of 1).txt
Hie,PERSON,18650916-460-138042067 (1 of 1).txt
Gordon,PERSON,18991117-648-156359800 (1 of 1).txt
Pateman,PERSON,18991117-648-156359800 (1 of 1).txt
Rogerson,PERSON,18991117-648-156359800 (1 of 1).txt
C. A. Coghlan,PERSON,18991117-648-156359800 (1 of 1).txt
Public Service Board,ORGANIZATION,18991117-648-156359800 (1 of 1).txt
Coghlan,PERSON,18991117-648-156359800 (1 of 1).txt
Harry Hunt,ORGANIZATION,18991117-648-156359800 (1 of 1).txt
Mudgee Racing Club Committee,ORGANIZATION,18991117-648-156359800 (1 of 1).txt
Agricultural Society,ORGANIZATION,18991117-648-156359800 (1 of 1).txt
Birri,LOCATION,18991117-648-156359800 (1 of 1).txt
Gochrano,PERSON,18880109-109-65411964 (1 of 1).txt
Angus McLeod,PERSON,18880109-109-65411964 (1 of 1).txt
Essendon,ORGANIZATION,18880109-109-65411964 (1 of 1).txt
Gambier,LOCATION,18880109-109-65411964 (1 of 1).txt
Gambier,LOCATION,18880109-109-65411964 (1 of 1).txt
Bolan,LOCATION,18880109-109-65411964 (1 of 1).txt
Wallsend,LOCATION,18880109-109-65411964 (1 of 1).txt
Newcastle,ORGANIZATION,18880109-109-65411964 (1 of 1).txt
Hunter,PERSON,18880109-109-65411964 (1 of 1).txt
Trades t Labor Council of Sydney,ORGANIZATION,18880109-109-65411964 (1 of 1).txt
Yu,PERSON,18710617-193-68568191 (1 of 2).txt
Lewis Hanson,PERSON,18790210-232-232166385 (1 of 3).txt
HANSON,PERSON,18790210-232-232166385 (1 of 3).txt
Scott,PERSON,18790210-232-232166385 (1 of 3).txt
J.P,LOCATION,18790210-232-232166385 (1 of 3).txt
Cape Clear,LOCATION,18790210-232-232166385 (1 of 3).txt
Bokewood,LOCATION,18790210-232-232166385 (1 of 3).txt
Haddon,LOCATION,18790210-232-232166385 (1 of 3).txt
Carngham,LOCATION,18790210-232-232166385 (1 of 3).txt
Staffordshire Beef,ORGANIZATION,18790210-232-232166385 (1 of 3).txt
Prince Charlie Gold Mining Company,ORGANIZATION,18810325-582-198694285 (1 of 2).txt
New South Wales,LOCATION,18810325-582-198694285 (1 of 2).txt
Melbourne,LOCATION,18810325-582-198694285 (1 of 2).txt
Smith,PERSON,18810325-582-198694285 (1 of 2).txt
New Zealand,LOCATION,18810325-582-198694285 (1 of 2).txt
Hamilton,LOCATION,18810325-582-198694285 (1 of 2).txt
Hamiltou,LOCATION,18810325-582-198694285 (1 of 2).txt
Brisbane,LOCATION,18810325-582-198694285 (1 of 2).txt
AVarden Hodkinson,PERSON,18810325-582-198694285 (1 of 2).txt
Mount Lindsay,LOCATION,18810325-582-198694285 (1 of 2).txt
Sydney,LOCATION,18810325-582-198694285 (1 of 2).txt
Edward Moran,PERSON,18810325-582-198694285 (1 of 2).txt
Mailor,LOCATION,18810325-582-198694285 (1 of 2).txt
Koroit,LOCATION,18810325-582-198694285 (1 of 2).txt
Moran,PERSON,18810325-582-198694285 (1 of 2).txt
Moontas,ORGANIZATION,18670918-41-39179984 (2 of 7).txt
Committee,ORGANIZATION,18670918-41-39179984 (2 of 7).txt
BUSH,PERSON,18670918-41-39179984 (2 of 7).txt
Bill,PERSON,18670918-41-39179984 (2 of 7).txt
Hon,PERSON,18670918-41-39179984 (2 of 7).txt
Thomas Htgarth,PERSON,18670918-41-39179984 (2 of 7).txt
Bush,PERSON,18880324-698-164361947 (1 of 4).txt
Forbes,PERSON,18880324-698-164361947 (1 of 4).txt
Grenfell,PERSON,18880324-698-164361947 (1 of 4).txt
Dent,PERSON,18880324-698-164361947 (1 of 4).txt
Cootamundra,LOCATION,18880324-698-164361947 (1 of 4).txt
Stratford,LOCATION,18941126-108-62294474 (1 of 1).txt
Crooke,PERSON,18941126-108-62294474 (1 of 1).txt
Stratford,LOCATION,18941126-108-62294474 (1 of 1).txt
Stratford,LOCATION,18941126-108-62294474 (1 of 1).txt
Stratford,LOCATION,18941126-108-62294474 (1 of 1).txt
Pearson,PERSON,18941126-108-62294474 (1 of 1).txt
Mir,LOCATION,18941126-108-62294474 (1 of 1).txt
Marlborough,LOCATION,18870226-52-71682102 (1 of 2).txt
Jihoro,PERSON,18870226-52-71682102 (1 of 2).txt
Blenhoim,LOCATION,18870226-52-71682102 (1 of 2).txt
INVERCARGILL,LOCATION,18870226-52-71682102 (1 of 2).txt
WATERWORKS.-Tho Invercargill Borough Council,ORGANIZATION,18870226-52-71682102 (1 of 2).txt
Judes,LOCATION,18870226-52-71682102 (1 of 2).txt
Stokes,PERSON,18870226-52-71682102 (1 of 2).txt
London,LOCATION,18870226-52-71682102 (1 of 2).txt
Invercargill,LOCATION,18870226-52-71682102 (1 of 2).txt
Karangahako,LOCATION,18870226-52-71682102 (1 of 2).txt
Thames,LOCATION,18870226-52-71682102 (1 of 2).txt
Waihou,LOCATION,18870226-52-71682102 (1 of 2).txt
Feilding,LOCATION,18870226-52-71682102 (1 of 2).txt
Nelson,PERSON,18870226-52-71682102 (1 of 2).txt
Auakland Harbor,LOCATION,18870226-52-71682102 (1 of 2).txt
Rino Association,ORGANIZATION,18870226-52-71682102 (1 of 2).txt
Christchurch,LOCATION,18870226-52-71682102 (1 of 2).txt
Black Thura,PERSON,18850207-13-6066738 (7 of 14).txt
Dargo,LOCATION,18850207-13-6066738 (7 of 14).txt
Stratford,LOCATION,18850207-13-6066738 (7 of 14).txt
Kilman,PERSON,18850207-13-6066738 (7 of 14).txt
TATURA,LOCATION,18930211-319-198029788 (9 of 12).txt
TRARALGON,LOCATION,18930211-319-198029788 (9 of 12).txt
Bush,PERSON,18930211-319-198029788 (9 of 12).txt
Traralgon West,LOCATION,18930211-319-198029788 (9 of 12).txt
Traralgou South,LOCATION,18930211-319-198029788 (9 of 12).txt
Heyfield,LOCATION,18930211-319-198029788 (9 of 12).txt
WOODEND,LOCATION,18930211-319-198029788 (9 of 12).txt
Koowecrup,LOCATION,18930211-319-198029788 (9 of 12).txt
FOSTER,LOCATION,18930211-319-198029788 (9 of 12).txt
Grant,PERSON,18890207-1086-212685759 (1 of 1).txt
Geraldton,LOCATION,18890207-1086-212685759 (1 of 1).txt
Victorian Express,ORGANIZATION,18890207-1086-212685759 (1 of 1).txt
Irwin,PERSON,18890207-1086-212685759 (1 of 1).txt
Mulga Mulga,LOCATION,18890207-1086-212685759 (1 of 1).txt
Melbourne,LOCATION,18890207-1086-212685759 (1 of 1).txt
Spalding,PERSON,18890207-1086-212685759 (1 of 1).txt
Mulga Mulga Company,ORGANIZATION,18890207-1086-212685759 (1 of 1).txt
Yeab,PERSON,18820401-289-91292035 (2 of 5).txt
Legislative Council,ORGANIZATION,18660120-731-147939590 (2 of 9).txt
Plunkett,PERSON,18660120-731-147939590 (2 of 9).txt
S. M. Herald,PERSON,18660120-731-147939590 (2 of 9).txt
Bush,PERSON,18660120-731-147939590 (2 of 9).txt
Victoria,LOCATION,18660120-731-147939590 (2 of 9).txt
South Australia,LOCATION,18660120-731-147939590 (2 of 9).txt
New South Wales,LOCATION,18660120-731-147939590 (2 of 9).txt
Albury,LOCATION,18660120-731-147939590 (2 of 9).txt
South,LOCATION,18820223-7-34277945 (3 of 4).txt
Willunga,PERSON,18820223-7-34277945 (3 of 4).txt
Adelaide,LOCATION,18820223-7-34277945 (3 of 4).txt
Strathalbyn,LOCATION,18820223-7-34277945 (3 of 4).txt
Post,ORGANIZATION,18820223-7-34277945 (3 of 4).txt
Port Victor,LOCATION,18820223-7-34277945 (3 of 4).txt
Port Elliot,PERSON,18820223-7-34277945 (3 of 4).txt
George Joseph Yates,PERSON,18650223-13-5747348 (1 of 1).txt
H. Ritchie,PERSON,18650223-13-5747348 (1 of 1).txt
Barwon Park,LOCATION,18650223-13-5747348 (1 of 1).txt
Geelong,LOCATION,18650223-13-5747348 (1 of 1).txt
Thomas Austin,PERSON,18650223-13-5747348 (1 of 1).txt
David Young,PERSON,18650223-13-5747348 (1 of 1).txt
Tatham,PERSON,18650223-13-5747348 (1 of 1).txt
Margaret Graham,PERSON,18650223-13-5747348 (1 of 1).txt
Daylesford,LOCATION,18650223-13-5747348 (1 of 1).txt
Castlemaine,LOCATION,18650223-13-5747348 (1 of 1).txt
Fryer,ORGANIZATION,18650223-13-5747348 (1 of 1).txt
Creek,LOCATION,18650223-13-5747348 (1 of 1).txt
Union Bank of Australia,ORGANIZATION,18650223-13-5747348 (1 of 1).txt
Stewart,PERSON,18650223-13-5747348 (1 of 1).txt
Justice Williams,PERSON,18650223-13-5747348 (1 of 1).txt
Ballarat Circuit Court,ORGANIZATION,18650223-13-5747348 (1 of 1).txt
Angas,LOCATION,18960612-714-148210322 (1 of 1).txt
Mannum,LOCATION,18960612-714-148210322 (1 of 1).txt
John Ciark,PERSON,18960612-714-148210322 (1 of 1).txt
Adelaide,LOCATION,18960612-714-148210322 (1 of 1).txt
Science.—The London Spectator,ORGANIZATION,18960612-714-148210322 (1 of 1).txt
Bhoot,PERSON,18750213-52-70488618 (1 of 1).txt
Parramatta,LOCATION,18750213-52-70488618 (1 of 1).txt
Bank,ORGANIZATION,18711209-412-103920636 (1 of 1).txt
Anthony Trollope,PERSON,18711209-412-103920636 (1 of 1).txt
Wagga,PERSON,18711209-412-103920636 (1 of 1).txt
Mechanics ' Institute,ORGANIZATION,18711209-412-103920636 (1 of 1).txt
K. llcydou,PERSON,18711209-412-103920636 (1 of 1).txt
Committee,ORGANIZATION,18711209-412-103920636 (1 of 1).txt
Durie,PERSON,18711209-412-103920636 (1 of 1).txt
Kudd,PERSON,18711209-412-103920636 (1 of 1).txt
Colombo,LOCATION,18711209-412-103920636 (1 of 1).txt
Ham,PERSON,18711209-412-103920636 (1 of 1).txt
Sandy Creek,LOCATION,18711209-412-103920636 (1 of 1).txt
Jones,PERSON,18711209-412-103920636 (1 of 1).txt
Ganmain,LOCATION,18711209-412-103920636 (1 of 1).txt
Victoria,LOCATION,18630104-807-179380596 (1 of 5).txt
Lake,LOCATION,18831231-356-135955853 (2 of 2).txt
SYDNEY,LOCATION,18831231-356-135955853 (2 of 2).txt
Sydney,LOCATION,18831231-356-135955853 (2 of 2).txt
Cockle Creek,LOCATION,18831231-356-135955853 (2 of 2).txt
Public School,ORGANIZATION,18831231-356-135955853 (2 of 2).txt
Wallsend,LOCATION,18831231-356-135955853 (2 of 2).txt
Melbourne,LOCATION,18750208-582-197551146 (3 of 3).txt
Melbourne,LOCATION,18750208-582-197551146 (3 of 3).txt
James Seryiee,PERSON,18750208-582-197551146 (3 of 3).txt
Melbourne,LOCATION,18750208-582-197551146 (3 of 3).txt
Australia,LOCATION,18580310-180-66009989 (3 of 6).txt
Mount Macedon,LOCATION,18691105-185-112855799 (1 of 1).txt
Wales,LOCATION,18691105-185-112855799 (1 of 1).txt
Ballarat,ORGANIZATION,18691105-185-112855799 (1 of 1).txt
Ballarat East,LOCATION,18691105-185-112855799 (1 of 1).txt
Alieady,ORGANIZATION,18991223-351-85786323 (1 of 1).txt
Weidman,PERSON,18980215-492-123675339 (3 of 3).txt
Bowman,PERSON,18980215-492-123675339 (3 of 3).txt
Gipplanid,LOCATION,18980215-492-123675339 (3 of 3).txt
Ho,PERSON,18980215-492-123675339 (3 of 3).txt
Ho,PERSON,18980215-492-123675339 (3 of 3).txt
J. Daniels,PERSON,18980215-492-123675339 (3 of 3).txt
Alex Weidman,PERSON,18980215-492-123675339 (3 of 3).txt
Sutherland,PERSON,18980215-492-123675339 (3 of 3).txt
A. R. Lang,PERSON,18980215-492-123675339 (3 of 3).txt
Healy,PERSON,18980215-492-123675339 (3 of 3).txt
