0,1,2,__mappify_error
Kew,,18981116-834-171187373 (1 of 2).txt,
Bunbury,,18900205-30-3131832 (1 of 2).txt,
Fremantle,,18900205-30-3131832 (1 of 2).txt,
Adelaide,,18900205-30-3131832 (1 of 2).txt,
Melbourne,,18900205-30-3131832 (1 of 2).txt,
London,,18900205-30-3131832 (1 of 2).txt,
Fremantle,,18900205-30-3131832 (1 of 2).txt,
Zeehan,,18980226-35-14146070 (1 of 2).txt,
Mount Juko,,18980226-35-14146070 (1 of 2).txt,
Durn,,18980226-35-14146070 (1 of 2).txt,
HOBART,,18980226-35-14146070 (1 of 2).txt,
Glenora,,18980226-35-14146070 (1 of 2).txt,
Cape,,18620219-180-69136190 (1 of 1).txt,
Point de Galle,,18620219-180-69136190 (1 of 1).txt,
Nicol Bay,,18620219-180-69136190 (1 of 1).txt,
Creek,,18790131-582-198856907 (2 of 3).txt,
Moffiitt,,18790131-582-198856907 (2 of 3).txt,
North Yarra,,18980512-152-65696789 (1 of 1).txt,
Brunswick,,18980512-152-65696789 (1 of 1).txt,
Fitzroy,,18980512-152-65696789 (1 of 1).txt,
Forty Mile Bush,,18980119-188-72502583 (5 of 6).txt,
New Zealand,,18980119-188-72502583 (5 of 6).txt,
North Island,,18980119-188-72502583 (5 of 6).txt,
Woodville,,18980119-188-72502583 (5 of 6).txt,
Wairarapa,,18980119-188-72502583 (5 of 6).txt,
Marlborough,,18980119-188-72502583 (5 of 6).txt,
Kiewa River,,18820328-367-117439365 (1 of 1).txt,
New South Wales,,18820328-367-117439365 (1 of 1).txt,
Victoria,,18820328-367-117439365 (1 of 1).txt,
New South Wales,,18820328-367-117439365 (1 of 1).txt,
Messra,,18820328-367-117439365 (1 of 1).txt,
Mount Potlo,,18820328-367-117439365 (1 of 1).txt,
Waterloo,,18820328-367-117439365 (1 of 1).txt,
Red Range,,18820328-367-117439365 (1 of 1).txt,
Albuiy,,18810101-436-254362042 (1 of 1).txt,
Sydney,,18680325-366-101477196 (2 of 2).txt,
Goulburn,,18680325-366-101477196 (2 of 2).txt,
Gocup,,18680325-366-101477196 (2 of 2).txt,
Oamaru,,18680325-366-101477196 (2 of 2).txt,
Orange,,18960410-35-14045160 (2 of 3).txt,
Ilia,,18960410-35-14045160 (2 of 3).txt,
Nyngan Hospital,,18960410-35-14045160 (2 of 3).txt,
ORANGE,,18960410-35-14045160 (2 of 3).txt,
PAMBULA,,18960410-35-14045160 (2 of 3).txt,
Eurvey Camp,,18840117-367-103507173 (2 of 3).txt,
Eurobodalla,,18950914-52-71222902 (4 of 21).txt,
BOMBALA,,18950914-52-71222902 (4 of 21).txt,
CAMDEN,,18950914-52-71222902 (4 of 21).txt,
FOSTER,,18930211-319-198029788 (12 of 12).txt,
TOORA,,18930211-319-198029788 (12 of 12).txt,
Queensland,,18870205-42-19922569 (1 of 1).txt,
Roto,,18870205-42-19922569 (1 of 1).txt,
Walhallow,,18870205-42-19922569 (1 of 1).txt,
Queensland,,18870205-42-19922569 (1 of 1).txt,
Comongin South,,18870205-42-19922569 (1 of 1).txt,
Albury,,18870205-42-19922569 (1 of 1).txt,
Portland,,18870205-42-19922569 (1 of 1).txt,
France,,18980825-806-177583096 (1 of 1).txt,
Wales,,18980825-806-177583096 (1 of 1).txt,
Beechworth,,18951130-326-199702261 (1 of 2).txt,
Albury,,18951130-326-199702261 (1 of 2).txt,
Burketowiiyiri,,18951130-326-199702261 (1 of 2).txt,
Aroa,,18910106-35-13793246 (1 of 10).txt,
Heytesbury Forest,,18860123-326-200577124 (1 of 1).txt,
Camperdown,,18860123-326-200577124 (1 of 1).txt,
Panmure,,18860123-326-200577124 (1 of 1).txt,
Terang,,18860123-326-200577124 (1 of 1).txt,
Australia,,18951101-180-72377438 (1 of 1).txt,
Jallakin,,18950523-567-225863882 (1 of 2).txt,
Amazon,,18950523-567-225863882 (1 of 2).txt,
Australia,,18950523-567-225863882 (1 of 2).txt,
Bengal,,18950523-567-225863882 (1 of 2).txt,
Perth,,18900514-180-66929464 (1 of 1).txt,
St. George 's Terrace,,18900514-180-66929464 (1 of 1).txt,
Fyansfori,,18780305-232-211535841 (2 of 2).txt,
England,,18780305-232-211535841 (2 of 2).txt,
Cape,,18780305-232-211535841 (2 of 2).txt,
King 's Island,,18780305-232-211535841 (2 of 2).txt,
AVOCA,,18920220-621-220478518 (2 of 4).txt,
Middle Creek,,18920220-621-220478518 (2 of 4).txt,
Wandiligong,,18920220-621-220478518 (2 of 4).txt,
Porepunkah,,18920220-621-220478518 (2 of 4).txt,
Victoria,,18810907-180-65958344 (1 of 1).txt,
Ballarat,,18860112-8-18881661 (9 of 12).txt,
Tuesday.,,18860112-8-18881661 (9 of 12).txt,
Carngham,,18860112-8-18881661 (9 of 12).txt,
Ballarat,,18860112-8-18881661 (9 of 12).txt,
Warrenheip,,18860112-8-18881661 (9 of 12).txt,
Geelong,,18860112-8-18881661 (9 of 12).txt,
Ballarat,,18860112-8-18881661 (9 of 12).txt,
Cape Otway,,18860112-8-18881661 (9 of 12).txt,
Loutitt Bay,,18860112-8-18881661 (9 of 12).txt,
Colac,,18770210-621-221766592 (2 of 8).txt,
Snaythesdale,,18770210-621-221766592 (2 of 8).txt,
Linton,,18770210-621-221766592 (2 of 8).txt,
WARRAGUL,,18980204-13-9789608 (2 of 7).txt,
Strzlecki Ranges,,18980204-13-9789608 (2 of 7).txt,
Warragul,,18980204-13-9789608 (2 of 7).txt,
Mudgee,,18591105-821-158130535 (1 of 1).txt,
Maitlaud Bar,,18591105-821-158130535 (1 of 1).txt,
Bald Hill,,18591105-821-158130535 (1 of 1).txt,
Siugleton,,18591105-821-158130535 (1 of 1).txt,
Sydney,,18591105-821-158130535 (1 of 1).txt,
Hurittyi,,18820327-582-201035889 (2 of 7).txt,
Phillips Gully,,18820327-582-201035889 (2 of 7).txt,
Melbourne,,18880210-436-254577080 (1 of 1).txt,
Carrahungla,,18700119-366-101473069 (1 of 1).txt,
Gippsland,,18980809-136-68691246 (1 of 5).txt,
Warragul,,18980809-136-68691246 (1 of 5).txt,
Bloomfield,,18980809-136-68691246 (1 of 5).txt,
Buln Buln East,,18980809-136-68691246 (1 of 5).txt,
Melbourne,,18900120-275-77287258 (1 of 1).txt,
Spencer Street,,18900120-275-77287258 (1 of 1).txt,
Lon3dale-street,,18900120-275-77287258 (1 of 1).txt,
New South Wales,,18960121-650-156718509 (1 of 1).txt,
New South Wales,,18960121-650-156718509 (1 of 1).txt,
Millbrook,,18910103-734-148137363 (1 of 2).txt,
Melbourne,,18750208-582-197551146 (1 of 3).txt,
Melbourne,,18750208-582-197551146 (1 of 3).txt,
Oondooroo,,18950921-186-67945054 (5 of 5).txt,
Toongabbie,,18750130-319-197935178 (18 of 21).txt,
Glcnmaggio,,18750130-319-197935178 (18 of 21).txt,
Bstirnsdale,,18750130-319-197935178 (18 of 21).txt,
Cape Otway,,18750130-319-197935178 (18 of 21).txt,
Retreat Creek,,18750130-319-197935178 (18 of 21).txt,
MOUNT GAMBIER,,18820225-289-91291839 (1 of 2).txt,
Melbourne,,18820225-289-91291839 (1 of 2).txt,
Melbourne,,18820225-289-91291839 (1 of 2).txt,
London,,18820225-289-91291839 (1 of 2).txt,
Port Phillip Heads,,18820310-436-254549576 (1 of 1).txt,
Cape Douglas,,18820310-436-254549576 (1 of 1).txt,
Portland,,18820310-436-254549576 (1 of 1).txt,
Walhalla,,18820310-436-254549576 (1 of 1).txt,
Leicester,,18830410-30-2988580 (1 of 2).txt,
Ballaarat,,18630104-807-179380596 (3 of 5).txt,
Lethbridge,,18630104-807-179380596 (3 of 5).txt,
Earrabool Hills,,18630104-807-179380596 (3 of 5).txt,
Ballaarat,,18630104-807-179380596 (3 of 5).txt,
Mount Buninyong,,18630104-807-179380596 (3 of 5).txt,
Smythesdale,,18630104-807-179380596 (3 of 5).txt,
Mount Blackwood,,18630104-807-179380596 (3 of 5).txt,
Pall Mall,,18650318-103-63170016 (4 of 23).txt,
Sandhurst,,18650318-103-63170016 (4 of 23).txt,
Upper Sheepwash,,18650318-103-63170016 (4 of 23).txt,
Perth,,18680313-28-3755094 (1 of 2).txt,
Clackline,,18680313-28-3755094 (1 of 2).txt,
Wilding,,18680313-28-3755094 (1 of 2).txt,
Rochester,,18891128-311-114673687 (1 of 1).txt,
Nolun,,18891128-311-114673687 (1 of 1).txt,
Toenail,,18891128-311-114673687 (1 of 1).txt,
Warragambni,,18891128-311-114673687 (1 of 1).txt,
Echuca,,18891128-311-114673687 (1 of 1).txt,
Sandhurst,,18891128-311-114673687 (1 of 1).txt,
New South Walei,,18700104-13-5809568 (1 of 1).txt,
Australia,,18720327-366-101097178 (1 of 1).txt,
Northern Wisconsin,,18720327-366-101097178 (1 of 1).txt,
Michigan,,18720327-366-101097178 (1 of 1).txt,
GIPPSLAND,,18980215-492-123675339 (1 of 3).txt,
Mandurang,,18970910-346-88977681 (1 of 1).txt,
Eaglehawk,,18970910-346-88977681 (1 of 1).txt,
Axedale,,18970910-346-88977681 (1 of 1).txt,
Strathfieldsaye,,18970910-346-88977681 (1 of 1).txt,
Clarence Plains,,18350214-945-200328486 (1 of 4).txt,
Mount Macedon,,18810503-1052-208565824 (1 of 1).txt,
Mount Macedon,,18810503-1052-208565824 (1 of 1).txt,
Emerald Hill,,18810503-1052-208565824 (1 of 1).txt,
St. Matthew 's Church,,18680422-180-69384068 (1 of 1).txt,
Yass,,18690102-412-104083455 (3 of 4).txt,
PABKES,,18920102-698-162183154 (1 of 1).txt,
BYLSTONE,,18920102-698-162183154 (1 of 1).txt,
TAMWORTH,,18920102-698-162183154 (1 of 1).txt,
Tamworth,,18920102-698-162183154 (1 of 1).txt,
East Kent,,18830805-990-202946738 (1 of 1).txt,
Melbourne,,18900312-56-65344890 (2 of 2).txt,
Wivenhoe,,18900312-56-65344890 (2 of 2).txt,
Camden,,18900312-56-65344890 (2 of 2).txt,
Tuppal Station,,18900312-56-65344890 (2 of 2).txt,
Denili,,18900312-56-65344890 (2 of 2).txt,
Queensland,,18900312-56-65344890 (2 of 2).txt,
Sydney,,18900312-56-65344890 (2 of 2).txt,
Mount Ogilvie,,18900312-56-65344890 (2 of 2).txt,
South Australia,,18900312-56-65344890 (2 of 2).txt,
Biicli,,18791022-41-43096347 (4 of 5).txt,
South Warragul,,18980204-225-73038418 (4 of 5).txt,
Callignee,,18980204-225-73038418 (4 of 5).txt,
Leongiiita,,18980204-225-73038418 (4 of 5).txt,
Cobden,,18980204-225-73038418 (4 of 5).txt,
Scarsdale,,18820210-582-201033602 (1 of 1).txt,
Loddon District,,18630105-13-6482403 (2 of 3).txt,
Loddon,,18630105-13-6482403 (2 of 3).txt,
Sandhurst,,18630105-13-6482403 (2 of 3).txt,
BERRY,,18920116-698-162182901 (1 of 6).txt,
BRAIDWOOD,,18920116-698-162182901 (1 of 6).txt,
Portland,,18490206-13-4772171 (1 of 3).txt,
Cape Otway,,18490206-13-4772171 (1 of 3).txt,
Portland,,18490206-13-4772171 (1 of 3).txt,
Portland,,18490206-13-4772171 (1 of 3).txt,
Melbourne,,18490206-13-4772171 (1 of 3).txt,
Windsor,,18940825-192-66444585 (1 of 1).txt,
Hawkesbury Rivers,,18940825-192-66444585 (1 of 1).txt,
Boree Creek,,18870128-436-254559194 (3 of 5).txt,
Siverina,,18870128-436-254559194 (3 of 5).txt,
Manly Beach,,18870128-436-254559194 (3 of 5).txt,
Cape L'AguIhas,,18710615-966-197657390 (2 of 3).txt,
NORTHAM,,18790121-29-2980567 (1 of 1).txt,
Perth,,18790121-29-2980567 (1 of 1).txt,
Newcastle,,18840125-7-35952765 (2 of 3).txt,
Charlebtown,,18840125-7-35952765 (2 of 3).txt,
West Meitland,,18840125-7-35952765 (2 of 3).txt,
BUSSELTON,,18820303-30-2986444 (1 of 1).txt,
Baffold,,18770417-582-198218756 (1 of 1).txt,
Castlemaine,,18770417-582-198218756 (1 of 1).txt,
Dallas,,18770417-582-198218756 (1 of 1).txt,
Weilarid,,18770417-582-198218756 (1 of 1).txt,
Northern Tasmania,,18950202-947-199066383 (1 of 2).txt,
Tasmania,,18950202-947-199066383 (1 of 2).txt,
York Town,,18950202-947-199066383 (1 of 2).txt,
Sydney,,18950202-947-199066383 (1 of 2).txt,
New South Wa,,18950202-947-199066383 (1 of 2).txt,
Sydney,,18920412-413-101859807 (1 of 4).txt,
M.P.,,18920412-413-101859807 (1 of 4).txt,
Melbourne,,18810326-326-199460171 (2 of 2).txt,
Melbourne,,18810326-326-199460171 (2 of 2).txt,
Beechworth,,18810326-326-199460171 (2 of 2).txt,
Oxley Shire,,18810326-326-199460171 (2 of 2).txt,
Meadow- Creek,,18810326-326-199460171 (2 of 2).txt,
Hurdle Creek,,18810326-326-199460171 (2 of 2).txt,
Shire,,18810326-326-199460171 (2 of 2).txt,
Uanning Biver,,18951020-699-167955455 (1 of 1).txt,
Queensland,,18951020-699-167955455 (1 of 1).txt,
New Zealand,,18951020-699-167955455 (1 of 1).txt,
London,,18951020-699-167955455 (1 of 1).txt,
Corowa,,18951020-699-167955455 (1 of 1).txt,
Hambleton Hill,,18840112-52-71007431 (6 of 8).txt,
Big Ben,,18840112-52-71007431 (6 of 8).txt,
Gundagai,,18840112-52-71007431 (6 of 8).txt,
Ganmain,,18711209-35-13248992 (2 of 2).txt,
Blumberg,,18820120-35-13503418 (2 of 2).txt,
Mount Mary,,18820120-35-13503418 (2 of 2).txt,
Deep Creek,,18820120-35-13503418 (2 of 2).txt,
Port Augusta,,18820120-35-13503418 (2 of 2).txt,
Maryborough,,18790210-232-232166385 (3 of 3).txt,
Geelong,,18790210-232-232166385 (3 of 3).txt,
Tnllarook,,18790210-232-232166385 (3 of 3).txt,
Tullarook,,18790210-232-232166385 (3 of 3).txt,
Wagga Wagga,,18690304-13-5817586 (1 of 1).txt,
Mount Macedon,,18690304-13-5817586 (1 of 1).txt,
Kangaroo Creek,,18630110-319-197290636 (13 of 21).txt,
Cootamundra,,18880324-698-164361947 (3 of 4).txt,
PENSBURST,,18920204-567-226162114 (1 of 1).txt,
Hamilton,,18920204-567-226162114 (1 of 1).txt,
Maldon,,18810223-232-249280135 (2 of 2).txt,
Australasia,,18980215-806-184289036 (2 of 2).txt,
Victoria,,18980215-806-184289036 (2 of 2).txt,
Tasmania,,18980215-806-184289036 (2 of 2).txt,
New Zealand,,18980215-806-184289036 (2 of 2).txt,
South,,18820223-7-34277945 (1 of 4).txt,
Adelaide,,18820223-7-34277945 (1 of 4).txt,
MOCXTGAMBIER,,18820223-7-34277946 (1 of 1).txt,
England,,18820223-7-34277946 (1 of 1).txt,
Melbourne,,18820223-7-34277946 (1 of 1).txt,
Tarpeena,,18820223-7-34277946 (1 of 1).txt,
Pleasant Park,,18820223-7-34277946 (1 of 1).txt,
Kaladbro,,18820223-7-34277946 (1 of 1).txt,
Adelaide,,18820223-7-34277946 (1 of 1).txt,
Karracoorte,,18820223-7-34277946 (1 of 1).txt,
Kooringa,,18820223-7-34277946 (1 of 1).txt,
London,,18980127-874-177523704 (2 of 2).txt,
N.Z,,18980127-874-177523704 (2 of 2).txt,
New Zealand,,18980127-874-177523704 (2 of 2).txt,
Tasmania,,18980127-874-177523704 (2 of 2).txt,
Melbourne,,18980127-874-177523704 (2 of 2).txt,
Australia,,18980127-874-177523704 (2 of 2).txt,
England,,18980127-874-177523704 (2 of 2).txt,
Ballina,,18981119-81-71762728 (1 of 1).txt,
Ballina,,18981119-81-71762728 (1 of 1).txt,
Ballina,,18981119-81-71762728 (1 of 1).txt,
Woodburn,,18981119-81-71762728 (1 of 1).txt,
Dungarubba,,18981119-81-71762728 (1 of 1).txt,
Ballaarat,,18621103-809-154967927 (1 of 1).txt,
Victoria,,18621103-809-154967927 (1 of 1).txt,
Moonam,,18820131-756-201444233 (1 of 1).txt,
Avoca,,18820131-756-201444233 (1 of 1).txt,
Avoca Hotel,,18820131-756-201444233 (1 of 1).txt,
Cooktown,,18820131-756-201444233 (1 of 1).txt,
Howick Islands,,18820131-756-201444233 (1 of 1).txt,
Dynevor Downs,,18871215-413-101945849 (2 of 3).txt,
Victoria,,18731231-72-60446837 (1 of 1).txt,
Cape Otway,,18731231-72-60446837 (1 of 1).txt,
SHERBROOKE,,18731231-72-60446837 (1 of 1).txt,
Victoria,,18731231-72-60446837 (1 of 1).txt,
Poowong,,18980107-185-215787792 (1 of 3).txt,
Castertou,,18980107-185-215787792 (1 of 3).txt,
Arctic,,18980107-185-215787792 (1 of 3).txt,
Arctic,,18980107-185-215787792 (1 of 3).txt,
Victoria,,18980107-185-215787792 (1 of 3).txt,
Otway Forest,,18980107-185-215787792 (1 of 3).txt,
Oviedo,,18980107-185-215787792 (1 of 3).txt,
Spain,,18980107-185-215787792 (1 of 3).txt,
Dawson City,,18980107-185-215787792 (1 of 3).txt,
Russia,,18881117-1178-228416307 (1 of 2).txt,
Tibooburra,,18881117-1178-228416307 (1 of 2).txt,
Adelaide,,18881117-1178-228416307 (1 of 2).txt,
Narramino,,18881117-1178-228416307 (1 of 2).txt,
Woilongong,,18881117-1178-228416307 (1 of 2).txt,
Sydnoy,,18881117-1178-228416307 (1 of 2).txt,
Raiatoa,,18881117-1178-228416307 (1 of 2).txt,
France,,18881117-1178-228416307 (1 of 2).txt,
White Pasha,,18881117-1178-228416307 (1 of 2).txt,
Soudan,,18881117-1178-228416307 (1 of 2).txt,
Aahfield,,18881117-1178-228416307 (1 of 2).txt,
Walgett,,18720202-67-60857282 (2 of 4).txt,
Ita,,18720202-67-60857282 (2 of 4).txt,
Queensland,,18720202-67-60857282 (2 of 4).txt,
Euroka,,18720202-67-60857282 (2 of 4).txt,
Middle Macquarie,,18720202-67-60857282 (2 of 4).txt,
Glenormister,,18630124-13-6482924 (5 of 8).txt,
Melbourne,,18630124-13-6482924 (5 of 8).txt,
Sydney,,18630124-13-6482924 (5 of 8).txt,
Victoria,,18630124-13-6482924 (5 of 8).txt,
Loutit Bay,,18750128-108-61909659 (3 of 7).txt,
Geelong,,18750128-108-61909659 (3 of 7).txt,
Snight,,18750128-108-61909659 (3 of 7).txt,
Echuca,,18750123-354-111154042 (1 of 1).txt,
Kapuhda,,18750123-354-111154042 (1 of 1).txt,
Phillip Island,,18650318-170-66457062 (1 of 1).txt,
India,,18930130-356-135992062 (1 of 1).txt,
Carling,,18930130-356-135992062 (1 of 1).txt,
Kurragong,,18930130-356-135992062 (1 of 1).txt,
India,,18930130-356-135992062 (1 of 1).txt,
Sydney,,18930130-356-135992062 (1 of 1).txt,
Melrose Plains,,18930130-356-135992062 (1 of 1).txt,
Albury,,18930130-356-135992062 (1 of 1).txt,
Oootamundra,,18850120-508-111173289 (1 of 1).txt,
Gundagai,,18850120-508-111173289 (1 of 1).txt,
Sydney,,18850120-508-111173289 (1 of 1).txt,
Goree,,18941215-464-115548447 (5 of 6).txt,
Widgiewa,,18941215-464-115548447 (5 of 6).txt,
Goree,,18941215-464-115548447 (5 of 6).txt,
Yarrabee,,18941215-464-115548447 (5 of 6).txt,
Goree,,18941215-464-115548447 (5 of 6).txt,
CASTLEMAINE,,18940123-13-8725651 (3 of 6).txt,
Wannon,,18940123-13-8725651 (3 of 6).txt,
INGLEWOOD,,18940123-13-8725651 (3 of 6).txt,
KILMORE,,18940123-13-8725651 (3 of 6).txt,
MARYBOROUGH,,18940123-13-8725651 (3 of 6).txt,
Stockton,,18680106-67-60849262 (1 of 3).txt,
Kyneton,,18961225-582-199611877 (1 of 1).txt,
New South Wales,,18961225-582-199611877 (1 of 1).txt,
South Australia,,18961225-582-199611877 (1 of 1).txt,
Daylesford,,18961225-582-199611877 (1 of 1).txt,
Taradale,,18930221-13-8517563 (2 of 6).txt,
Fryerstown,,18930221-13-8517563 (2 of 6).txt,
Mount Costigan,,18881225-367-100231061 (3 of 3).txt,
England,,18470609-181-65769968 (1 of 1).txt,
SYDNEY,,18840201-232-262614028 (1 of 1).txt,
Kent,,18840201-232-262614028 (1 of 1).txt,
Australia,,18840201-232-262614028 (1 of 1).txt,
San Francisco,,18840201-232-262614028 (1 of 1).txt,
Cape Otway,,18750130-460-143012274 (5 of 5).txt,
Loutit Bay,,18750130-460-143012274 (5 of 5).txt,
Apollo Bay,,18750130-460-143012274 (5 of 5).txt,
Bambra,,18750130-460-143012274 (5 of 5).txt,
Paraparap,,18750130-460-143012274 (5 of 5).txt,
Wellington,,18750130-460-143012274 (5 of 5).txt,
Wallington Hotel,,18750130-460-143012274 (5 of 5).txt,
Mitaham,,18590305-287-96491129 (1 of 1).txt,
Auckland,,18590305-287-96491129 (1 of 1).txt,
Mttcham,,18590305-287-96491129 (1 of 1).txt,
Goodwood,,18590305-287-96491129 (1 of 1).txt,
Mokine,,18771031-734-148240224 (3 of 4).txt,
Eadine Bridge,,18771031-734-148240224 (3 of 4).txt,
Mokine,,18771031-734-148240224 (3 of 4).txt,
Mokine,,18771031-734-148240224 (3 of 4).txt,
Lake Albert,,18701207-412-104088598 (1 of 1).txt,
Corowa,,18930214-222-70091010 (1 of 2).txt,
Bungowannah,,18930214-222-70091010 (1 of 2).txt,
Murrutnbidgee,,18930214-222-70091010 (1 of 2).txt,
Melbourne,,18930214-222-70091010 (1 of 2).txt,
Mansfield,,18930214-222-70091010 (1 of 2).txt,
Arbuthnott,,18930214-222-70091010 (1 of 2).txt,
Germany,,18920216-701-145534147 (2 of 4).txt,
Tumbarumba,,18920216-701-145534147 (2 of 4).txt,
Paddy 's River Falls,,18920216-701-145534147 (2 of 4).txt,
Grahamstowii,,18920216-701-145534147 (2 of 4).txt,
Tumut,,18920216-701-145534147 (2 of 4).txt,
Goulburn,,18551117-8-708762 (1 of 4).txt,
Cook 's River,,18551117-8-708762 (1 of 4).txt,
Morwell,,18820309-209-66865925 (1 of 2).txt,
Morwell,,18820309-209-66865925 (1 of 2).txt,
Warragul,,18820309-209-66865925 (1 of 2).txt,
EUDUNDA,,18950125-34-25748099 (1 of 1).txt,
Taree,,18840109-1093-208269902 (1 of 1).txt,
Green Cape,,18840109-1093-208269902 (1 of 1).txt,
Cape St. George,,18840109-1093-208269902 (1 of 1).txt,
Mons,,18840109-1093-208269902 (1 of 1).txt,
St. Leger,,18840109-1093-208269902 (1 of 1).txt,
Randwick,,18840109-1093-208269902 (1 of 1).txt,
S.W,,18750125-809-202134399 (1 of 1).txt,
Melbourne,,18750125-809-202134399 (1 of 1).txt,
Sinyihesdaie,,18690111-558-150643683 (3 of 3).txt,
south west,,18690111-558-150643683 (3 of 3).txt,
Bullarook Forest,,18690111-558-150643683 (3 of 3).txt,
Buningvong,,18690224-311-115118072 (3 of 4).txt,
Wappan,,18930218-839-171607704 (4 of 4).txt,
Merang,,18930218-839-171607704 (4 of 4).txt,
Melbourne,,18930218-839-171607704 (4 of 4).txt,
Mansfield,,18930218-839-171607704 (4 of 4).txt,
Stonyfurd,,18860108-1297-237242783 (8 of 12).txt,
Adelaide,,18800121-558-150413516 (2 of 2).txt,
Paroota,,18800121-558-150413516 (2 of 2).txt,
Buffalo River,,18820221-326-200456216 (1 of 2).txt,
Hurdle Creek,,18820221-326-200456216 (1 of 2).txt,
Brindisi,,18980204-714-148070878 (1 of 1).txt,
Adelaide,,18980204-714-148070878 (1 of 1).txt,
Yorketown Pioneer,,18980204-714-148070878 (1 of 1).txt,
Gippsland,,18980204-714-148070878 (1 of 1).txt,
Adelaide,,18980204-714-148070878 (1 of 1).txt,
Mount Moriac,,18750130-319-197935178 (10 of 21).txt,
Adelaide,,18750130-319-197935178 (10 of 21).txt,
Warrego,,18740115-8-18780784 (4 of 4).txt,
Hay,,18740115-8-18780784 (4 of 4).txt,
Hay,,18850210-413-101952283 (1 of 5).txt,
Sydney,,18850210-413-101952283 (1 of 5).txt,
Riverina,,18850210-413-101952283 (1 of 5).txt,
Goulburn,,18850210-413-101952283 (1 of 5).txt,
Bishopscourt,,18850210-413-101952283 (1 of 5).txt,
Melbourne,,18850210-413-101952283 (1 of 5).txt,
Creek,,18980115-275-82073101 (4 of 4).txt,
TASMANIA,,18790308-436-257954302 (1 of 1).txt,
LAUNCESTON,,18790308-436-257954302 (1 of 1).txt,
Mount Arthur,,18790308-436-257954302 (1 of 1).txt,
Launceston,,18790308-436-257954302 (1 of 1).txt,
Fingal,,18790308-436-257954302 (1 of 1).txt,
Turin,,18840626-326-198971221 (1 of 1).txt,
Rollarid,,18840626-326-198971221 (1 of 1).txt,
Grrnond,,18840626-326-198971221 (1 of 1).txt,
Cohungi,,18840626-326-198971221 (1 of 1).txt,
Cobungra,,18840626-326-198971221 (1 of 1).txt,
Minlaton,,18820325-821-160155562 (2 of 2).txt,
Port Vincent,,18820325-821-160155562 (2 of 2).txt,
Curramulka,,18820325-821-160155562 (2 of 2).txt,
Echunga,,18820325-821-160155562 (2 of 2).txt,
Echunga Diggings,,18820325-821-160155562 (2 of 2).txt,
Walller,,18881214-204-70750056 (4 of 5).txt,
Silvertail,,18670105-460-138051211 (1 of 1).txt,
Blueskin,,18670105-460-138051211 (1 of 1).txt,
Melbourne,,18851202-180-66037731 (1 of 1).txt,
Botanical Gardens,,18851202-180-66037731 (1 of 1).txt,
St Kitt,,18640130-821-159522638 (1 of 1).txt,
Europe,,18770119-16-1360831 (1 of 1).txt,
Euaton Btate,,18780122-185-199283720 (1 of 1).txt,
Euston,,18780122-185-199283720 (1 of 1).txt,
Wentworth,,18780122-185-199283720 (1 of 1).txt,
Europe,,18780122-185-199283720 (1 of 1).txt,
Ten-milq Creek,,18780122-185-199283720 (1 of 1).txt,
Paris,,18780122-185-199283720 (1 of 1).txt,
Portland,,18770306-567-226042155 (1 of 1).txt,
Benalla,,18710629-966-197657719 (1 of 1).txt,
Runnymede,,18710629-966-197657719 (1 of 1).txt,
Prahran,,18710629-966-197657719 (1 of 1).txt,
Ballarat,,18980124-185-215788649 (2 of 2).txt,
Shoppee Square,,18980124-185-215788649 (2 of 2).txt,
Sturt,,18980124-185-215788649 (2 of 2).txt,
Gippsland,,18980124-185-215788649 (2 of 2).txt,
Victoria,,18860112-8-18881661 (1 of 12).txt,
Buninyong,,18860112-8-18881661 (1 of 12).txt,
Creek,,18860112-8-18881661 (1 of 12).txt,
Clunes,,18860112-8-18881661 (1 of 12).txt,
Smythes,,18630110-319-197290636 (2 of 21).txt,
Bteck Hill,,18630110-319-197290636 (2 of 21).txt,
Sandhurst,,18650325-103-63169589 (7 of 22).txt,
Echuca,,18650325-103-63169589 (7 of 22).txt,
Goornong,,18650325-103-63169589 (7 of 22).txt,
Kunny,,18650325-103-63169589 (7 of 22).txt,
Tasmania,,18990325-821-162358077 (3 of 5).txt,
Windsor Road,,18720106-1605-258897659 (1 of 2).txt,
Windsor Road,,18720106-1605-258897659 (1 of 2).txt,
Bogan,,18720106-1605-258897659 (1 of 2).txt,
Waterloo Station,,18720106-1605-258897659 (1 of 2).txt,
Bogan,,18720106-1605-258897659 (1 of 2).txt,
Burrawang,,18720106-1605-258897659 (1 of 2).txt,
Sandy Creek,,18881006-657-161599005 (1 of 1).txt,
Wollongong,,18881126-1178-228414597 (6 of 8).txt,
Cowra,,18881126-1178-228414597 (6 of 8).txt,
Echunga,,18971217-714-148070522 (1 of 2).txt,
South,,18971217-714-148070522 (1 of 2).txt,
Mouut,,18971217-714-148070522 (1 of 2).txt,
Cobrico,,18870212-43-18911972 (3 of 3).txt,
Melbourne,,18870212-43-18911972 (3 of 3).txt,
Newfoundland,,18870212-43-18911972 (3 of 3).txt,
SANDHURST,,18750123-621-219890134 (1 of 3).txt,
Sydney,,18901231-1606-260672843 (2 of 2).txt,
Molong,,18901231-1606-260672843 (2 of 2).txt,
Tabletop Lagoon,,18901231-1606-260672843 (2 of 2).txt,
Melbourne,,18900215-464-111121967 (1 of 1).txt,
