INDEX,FILE,QUOTE_TRANSCRIPTION,LAT,LNG,VERIFICATION_STATUS,COMMENT,SECOND_QUOTE_TRANSCRIPTION,Column
1968,7761_13_08_1887_30_II.__71088142.txt,UK,55.079,98.8586,UNVERIFIED,,UK,
1969,7761_13_08_1887_30_II.__71088142.txt,Goulburn,-34.75155,149.72086,UNVERIFIED,,Goulburn,
1970,7761_13_08_1887_30_II.__71088142.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
1971,7761_13_08_1887_30_II.__71088142.txt,Goulburn,-34.75155,149.72086,UNVERIFIED,,Goulburn,
1972,7727_14_12_1895_16_II__70859617.txt,Lawn,,,UNVERIFIED,,Lawn,
1973,7727_14_12_1895_16_II__70859617.txt,valley,47.89307,11.77935,UNVERIFIED,,Valley,
1974,7727_14_12_1895_16_II__70859617.txt,Greek,41.94531818,12.7738356,UNVERIFIED,,Greek,
1975,7727_14_12_1895_16_II__70859617.txt,HI,15.61117,103.99484,UNVERIFIED,,HI,
1976,7727_14_12_1895_16_II__70859617.txt,Queensland,-22.57086835,144.5505388,UNVERIFIED,,Queensland,
1977,7727_14_12_1895_16_II__70859617.txt,Oonroy,,,UNVERIFIED,,Oonroy,
1978,7727_14_12_1895_16_II__70859617.txt,Oonroy,,,UNVERIFIED,,Oonroy,
1982,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Ircing,,,UNVERIFIED,,Ircing,
1984,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
1985,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,British,,,UNVERIFIED,,British,
1986,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,usa,-3.36667,36.85,UNVERIFIED,,usa,
1987,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Greek,41.94531818,12.7738356,UNVERIFIED,,Greek,
1988,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Emu Oreelk,,,UNVERIFIED,,Emu Oreelk,
1989,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Bnlla,,,UNVERIFIED,,Bnlla,
1991,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Egyptian,,,UNVERIFIED,,Egyptian,
1992,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Illawarra,-34.54658,150.85645,UNVERIFIED,,Illawarra,
1993,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Five ir Islands,,,UNVERIFIED,,Five ir Islands,
1994,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
1996,7618_20_02_1904_4_XVI_MORE ABOUT MR. BRODIE. _70069844.txt,Wellington,-33.63981,19.0112,UNVERIFIED,,Wellington,
1997,8239_30_04_1898_34_XV_CAUGHT IN A NET._87773559.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,AUSTRALIA,
1998,8239_30_04_1898_34_XV_CAUGHT IN A NET._87773559.txt,European,,,UNVERIFIED,,European,
1999,8239_30_04_1898_34_XV_CAUGHT IN A NET._87773559.txt,European,,,UNVERIFIED,,European,
2001,8239_30_04_1898_34_XV_CAUGHT IN A NET._87773559.txt,Greek,41.94531818,12.7738356,UNVERIFIED,,Greek,
2002,8142_1_02_1890_1_I__84689505.txt,Gippsland,-35.411438,141.152344,UNVERIFIED,,Gippsland,
2004,8142_1_02_1890_1_I__84689505.txt,Bomea,,,UNVERIFIED,,Bomea,
2005,8142_1_02_1890_1_I__84689505.txt,Caroline Creek,,,UNVERIFIED,,Caroline Creek,
2006,8142_1_02_1890_1_I__84689505.txt,Gippsland,-35.411438,141.152344,UNVERIFIED,,Gippsland,
2008,7660_20_07_1878_31_XXI__70593241.txt,Warbrook,,,NOT_IDENTIFIABLE,,Warbrook,
2009,7660_20_07_1878_31_XXI__70593241.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2010,7660_20_07_1878_31_XXI__70593241.txt,"Great Alpine Chain,",,,UNVERIFIED,,"Great Alpine Chain,",
2011,7660_20_07_1878_31_XXI__70593241.txt,Pompeii,40.74941,14.485429,VERIFIED,,Pompeii,
2012,7660_20_07_1878_31_XXI__70593241.txt,Herculaneum,40.80547,14.34731,VERIFIED,,Herculaneum,
2013,7660_20_07_1878_31_XXI__70593241.txt,America,45.70207475,-112.5748711,VERIFIED,,America,
2014,7660_20_07_1878_31_XXI__70593241.txt,Yass,-34.84036,148.90987,UNVERIFIED,,Yass,
2015,7660_20_07_1878_31_XXI__70593241.txt,Fortescue,,,UNVERIFIED,,Fortescue,
2016,7660_20_07_1878_31_XXI__70593241.txt,Behool,,,UNVERIFIED,,Behool,
2017,7660_20_07_1878_31_XXI__70593241.txt,Paris,39.85699,-84.79329,UNVERIFIED,,Paris,
2018,7660_20_07_1878_31_XXI__70593241.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
2019,7660_20_07_1878_31_XXI__70593241.txt,Bimilar,,,UNVERIFIED,,Bimilar,
2020,7660_20_07_1878_31_XXI__70593241.txt,England,,,UNVERIFIED,,England,
2021,7660_20_07_1878_31_XXI__70593241.txt,France,46.55757544,2.552257285,UNVERIFIED,,France,
2022,7660_20_07_1878_31_XXI__70593241.txt,Germany,51.11428798,10.39394011,UNVERIFIED,,Germany,
2023,7660_20_07_1878_31_XXI__70593241.txt,Switzerland,46.80097882,8.225111618,UNVERIFIED,,Switzerland,
2024,7660_20_07_1878_31_XXI__70593241.txt,Bharea,,,UNVERIFIED,,Bharea,
2027,7618_12_9_1903_4_XI_ON THE RIVER PLENTY. _70069415.txt,Murrumbidgee,,,UNVERIFIED,,Murrumbidgee,
2028,7618_12_9_1903_4_XI_ON THE RIVER PLENTY. _70069415.txt,Emu Creek,,,UNVERIFIED,,Ema Creek,
2030,7618_12_9_1903_4_XI_ON THE RIVER PLENTY. _70069415.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2031,7618_12_9_1903_4_XI_ON THE RIVER PLENTY. _70069415.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2032,7618_12_9_1903_4_XI_ON THE RIVER PLENTY. _70069415.txt,St. Johni,,,UNVERIFIED,,St. Johni,
2034,7618_12_9_1903_4_XI_ON THE RIVER PLENTY. _70069415.txt,Koblilna,,,UNVERIFIED,,Koblilna,
2035,7618_12_9_1903_4_XI_ON THE RIVER PLENTY. _70069415.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2036,7618_12_9_1903_4_XI_ON THE RIVER PLENTY. _70069415.txt,Maorilend,,,UNVERIFIED,,Maorilend,
2037,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Melbourne,-37.814,144.96332,VERIFIED,,Melbourne,
2038,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Marclh,,,UNVERIFIED,,Marclh,
2039,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Melton,-37.68339,144.58543,UNVERIFIED,,Melton,
2041,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Ilnrfold Station,,,NOT_IDENTIFIABLE,,Ilnrfold Station,
2042,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Kyaetonu,,,NOT_IDENTIFIABLE,,Kyaetonu,
2043,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Emu Creek,,,UNVERIFIED,,Emu Creek,
2044,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Mount Macedon,,,NOT_IDENTIFIABLE,,Mount Macedon,
2045,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Geolong,-38.14711,144.36069,VERIFIED,,Geolong,
2046,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Melbourne,-37.814,144.96332,VERIFIED,,Melbourne,
2047,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Geelong,-38.14711,144.36069,VERIFIED,,Geelong,
2048,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Kilmoro,,,NOT_IDENTIFIABLE,,Kilmoro,
2049,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Mnonee Ponds,-37.76667,144.91667,VERIFIED,,Mnonee Ponds,
2050,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Broadmeadows,-37.68015,144.91877,VERIFIED,,Broadmeadows,
2051,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Murrumbidgee,,,NOT_IDENTIFIABLE,,Murrambidgee,
2052,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Melbourne,-37.814,144.96332,VERIFIED,,Melbourne,
2053,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Gippsland,-35.411438,141.152344,NOT_IDENTIFIABLE,,Gippsland,
2054,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Jackson's Creek,,,NOT_IDENTIFIABLE,,Jackson's Creek,
2055,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Emu Creek,,,UNVERIFIED,,Emu Creek,
2056,7618_18_07_1903_4_IX_FRIGID AND TORRID_70069226.txt,Keilor,-37.71667,144.83333,VERIFIED,,Keilor,
2057,6966_28_3_1891_25_XVI__63612367.txt,England,,,UNVERIFIED,,England,
2058,6966_28_3_1891_25_XVI__63612367.txt,Cotswolds,,,UNVERIFIED,,Cotswolds,
2059,6966_28_3_1891_25_XVI__63612367.txt,England,,,UNVERIFIED,,England,
2060,6966_28_3_1891_25_XVI__63612367.txt,Gloucestershire,,,UNVERIFIED,,Gloucestershire,
2061,7433_22_12_1899_11_I__66368100.txt,New South,-32.1690028,147.0117543,UNVERIFIED,,New South,
2062,7433_22_12_1899_11_I__66368100.txt,Wales,53.34061,-1.28162,UNVERIFIED,,Wales,
2063,7433_22_12_1899_11_I__66368100.txt,Gumtree Gully,,,UNVERIFIED,,Gumtree Gully,
2064,7433_22_12_1899_11_I__66368100.txt,Nest Gully,,,UNVERIFIED,,Nest Gully,
2066,6966_28_3_1891_25_XVI__63616406.txt,England,,,UNVERIFIED,,England,
2067,6966_28_3_1891_25_XVI__63616406.txt,Cotswolds,,,UNVERIFIED,,Cotswolds,
2068,6966_28_3_1891_25_XVI__63616406.txt,England,,,UNVERIFIED,,England,
2069,6966_28_3_1891_25_XVI__63616406.txt,Gloucestershire,,,UNVERIFIED,,Gloucestershire,
2071,"7092_5_10_1904_4_X_THE MURDER OF KENNEDY, THE EMPLOYER._102739678.txt",Mnd Onpn,,,UNVERIFIED,,Mnd Onpn,
2072,"7092_5_10_1904_4_X_THE MURDER OF KENNEDY, THE EMPLOYER._102739678.txt",York,53.95763,-1.08271,UNVERIFIED,,York,
2073,"7092_5_10_1904_4_X_THE MURDER OF KENNEDY, THE EMPLOYER._102739678.txt",York,53.95763,-1.08271,UNVERIFIED,,York,
2075,"7092_5_10_1904_4_X_THE MURDER OF KENNEDY, THE EMPLOYER._102739678.txt",Iraeke,,,UNVERIFIED,,Iraeke,
2076,"7092_5_10_1904_4_X_THE MURDER OF KENNEDY, THE EMPLOYER._102739678.txt",Irreen,,,UNVERIFIED,,Irreen,
2077,"7092_5_10_1904_4_X_THE MURDER OF KENNEDY, THE EMPLOYER._102739678.txt",Weymnoth Bay,,,UNVERIFIED,,Weymnoth Bay,
2078,6708_1_03_1884_0_V.__73245537.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
2080,6966_28_02_1891_4_XV__63612209.txt,Ventnor,50.599043,-1.18369,UNVERIFIED,,Ventnor,
2081,6966_28_02_1891_4_XV__63612209.txt,Geneva,,,UNVERIFIED,,Geneva,
2082,6966_28_02_1891_4_XV__63612209.txt,America,,,UNVERIFIED,,Amerikky,
2083,6966_28_02_1891_4_XV__63612209.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2084,6966_28_02_1891_4_XV__63612209.txt,Ventnor,50.599043,-1.18369,UNVERIFIED,,Ventnor,
2085,6966_28_02_1891_4_XV__63612209.txt,Briton,51.63106,-3.81898,UNVERIFIED,,Briton,
2086,6966_28_02_1891_4_XV__63612209.txt,Pendulum,,,UNVERIFIED,,Pendulum,
2088,6966_28_02_1891_4_XV__63612209.txt,Pendulum,,,UNVERIFIED,,Pendulum,
2089,6966_28_02_1891_4_XV__63612209.txt,Pendulum,,,UNVERIFIED,,Pendulum,
2091,6966_28_02_1891_4_XV__63612209.txt,British,,,UNVERIFIED,,British,
2093,6966_28_02_1891_4_XIV__63616255.txt,Geneva,,,UNVERIFIED,,Geneva,
2094,6966_28_02_1891_4_XIV__63616255.txt,America,,,UNVERIFIED,,Amerikky,
2095,6966_28_02_1891_4_XIV__63616255.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2096,6966_28_02_1891_4_XIV__63616255.txt,Briton,51.63106,-3.81898,UNVERIFIED,,Briton,
2097,6966_28_02_1891_4_XIV__63616255.txt,Pendulum,,,UNVERIFIED,,Pendulum,
2098,6966_28_02_1891_4_XIV__63616255.txt,Pendulum,,,UNVERIFIED,,Pendulum,
2099,6966_28_02_1891_4_XIV__63616255.txt,Pendulum,,,UNVERIFIED,,Pendulum,
2100,6966_28_02_1891_4_XIV__63616255.txt,British,,,UNVERIFIED,,British,
2102,6708_15_03_1884_0_VII.__73245616.txt,Pa,29.385,106.51944,UNVERIFIED,,Pa,
2103,6708_15_03_1884_0_VII.__73245616.txt,prc,,,UNVERIFIED,,prc,
2104,6709_3_09_1887_0_II.__73768525.txt,Gardens,,,UNVERIFIED,,Gardens,
2105,6709_3_09_1887_0_II.__73768525.txt,Boadicea,,,UNVERIFIED,,Boadicea,
2107,6709_3_09_1887_0_II.__73768525.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2108,6709_3_09_1887_0_II.__73768525.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2109,6709_3_09_1887_0_II.__73768525.txt,Carisbrook,,,UNVERIFIED,,Carisbrosk,
2110,6709_3_09_1887_0_II.__73768525.txt,Creek,29.7355,-94.97743,UNVERIFIED,,Creek,
2111,6709_3_09_1887_0_II.__73768525.txt,Williamstown,-34.6721,138.89108,VERIFIED,,Williamstown,
2112,6709_3_09_1887_0_II.__73768525.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2113,6709_3_09_1887_0_II.__73768525.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2114,6709_3_09_1887_0_II.__73768525.txt,Waterloo Flat,,,NOT_IDENTIFIABLE,imaginary,Waterloo Flat,
2115,6709_3_09_1887_0_II.__73768525.txt,New Zealand,-41.7944599,171.3331694,VERIFIED,,New Zealand,
2116,6709_3_09_1887_0_II.__73768525.txt,European,,,UNVERIFIED,,European,
2117,6709_3_09_1887_0_II.__73768525.txt,Wellington,-33.63981,19.0112,UNVERIFIED,,Wellington,
2118,6709_3_09_1887_0_II.__73768525.txt,Kilkrest,,,UNVERIFIED,,Kilkrest,
2119,6709_3_09_1887_0_II.__73768525.txt,Ncw ' Zealand,,,UNVERIFIED,,Ncw ' Zealand,
2120,6709_3_09_1887_0_II.__73768525.txt,New Zealand,-41.7944599,171.3331694,VERIFIED,,New Zealand,
2121,6709_3_09_1887_0_II.__73768525.txt,Fiery Creek,,,NOT_IDENTIFIABLE,,Fiery Creek,
2122,6709_3_09_1887_0_II.__73768525.txt,Fiery Creek,,,NOT_IDENTIFIABLE,,Fiery Creek,
2123,6709_3_09_1887_0_II.__73768525.txt,Fiery Creek,,,NOT_IDENTIFIABLE,,Fiery Creek,
2124,6709_3_09_1887_0_II.__73768525.txt,Fiery Creek,,,NOT_IDENTIFIABLE,,Fiery Creek,
2126,6692_27_11_1886_33_I__71070193.txt,Williamstown,-34.6721,138.89108,UNVERIFIED,,Williamstown,
2132,6692_27_11_1886_33_I__71070193.txt,America,51.43667,5.97917,UNVERIFIED,,America,
2134,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,Marranga,,,UNVERIFIED,,Marranga,
2135,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2137,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,Herriok,,,UNVERIFIED,,Herriok,
2138,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,Ireland,,,UNVERIFIED,,Ireland,
2140,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,Greek,41.94531818,12.7738356,UNVERIFIED,,Greek,
2141,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,Mount Iioban,,,UNVERIFIED,,Mount Iioban,
2144,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,Marrauga,,,UNVERIFIED,,Marrauga,
2146,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,Marrauga,,,UNVERIFIED,,Marrauga,
2151,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2152,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Cain,,,UNVERIFIED,,Cain,
2153,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2154,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Esq.,,,UNVERIFIED,,Esq.,
2155,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2156,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,London,51.5085,-0.12574,UNVERIFIED,,London,
2157,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,England,,,UNVERIFIED,,England,
2158,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Victoria,15.50381,-87.82625,UNVERIFIED,,Victoria,
2159,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,England,,,UNVERIFIED,,England,
2160,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,England,,,UNVERIFIED,,England,
2162,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Victoria,15.50381,-87.82625,UNVERIFIED,,Victoria,
2163,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Black Range,,,UNVERIFIED,,Black Range,
2164,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Beechworth,,,UNVERIFIED,,Beechworth,
2165,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Victoria,15.50381,-87.82625,UNVERIFIED,,Victoria,
2167,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Queensland Gulf,,,UNVERIFIED,,Queensland Gulf,
2169,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,Gulf,-7.381041126,144.7962407,UNVERIFIED,,Gulf,
2170,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Mount Reuban,,,UNVERIFIED,,Mount Roban,
2171,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Boban Creek,,,UNVERIFIED,,Boban Creek,
2174,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Peaven,,,UNVERIFIED,,Peaven,
2175,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Newfoundland,,,UNVERIFIED,,Newfoundland,
2179,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Marranga,,,UNVERIFIED,,Marranga,
2181,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Marranga,,,UNVERIFIED,,Marranga,
2185,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Marranga,,,UNVERIFIED,,Marranga,
2186,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2188,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Ireland,,,UNVERIFIED,,Ireland,
2189,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,St. Hqrrick,,,UNVERIFIED,,St. Hqrrick,
2191,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Boban Creek,,,UNVERIFIED,,Roban Creek,
2192,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Mount Reuban,,,UNVERIFIED,,Mount Roban,
2194,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Marranga,,,UNVERIFIED,,Marranga,
2196,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Marranga,,,UNVERIFIED,,Marranga,
2200,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Tady,,,UNVERIFIED,,Tady,
2201,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Marranga,,,UNVERIFIED,,Marranga,
2205,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Ireland,,,UNVERIFIED,,Ireland,
2206,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,Marranga,,,UNVERIFIED,,Marranga,
2208,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,St. Herrioks,,,UNVERIFIED,,St. Herrioks,
2211,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Mount Boban,,,UNVERIFIED,,Mount Bobau,
2212,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Jittla,,,UNVERIFIED,,Jittla,
2216,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Newfoundland,,,UNVERIFIED,,Newfoundland,
2217,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Marranga,,,UNVERIFIED,,Marranga,
2219,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,St. Ilwrick,,,UNVERIFIED,,St. Ilwrick,
2224,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Marranga,,,UNVERIFIED,,Marranga,
2227,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Marranga,,,UNVERIFIED,,Marranga,
2228,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2230,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Buf,,,UNVERIFIED,,Buf,
2231,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Ireland,,,UNVERIFIED,,Ireland,
2232,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Boban Creek,,,UNVERIFIED,,Koban Creek,
2233,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Mount Boban,,,UNVERIFIED,,Mount Koban,
2235,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Miirrarga,,,UNVERIFIED,,Miirrarga,
2237,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Marranga,,,UNVERIFIED,,Marranga,
2241,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Marranga,,,UNVERIFIED,,Marranga,
2243,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Marranga,,,UNVERIFIED,,Marranga,
2245,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,St. Ilerriok,,,UNVERIFIED,,St. Ilerriok,
2247,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,Ireland,,,UNVERIFIED,,Ireland,
2248,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,St. Herrick,,,UNVERIFIED,,St. Herricka,
2250,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Denisher,,,UNVERIFIED,,Denisher,
2251,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Woonoona,,,UNVERIFIED,,Woonoona,
2252,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Hooney,,,UNVERIFIED,,Hooney,
2253,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Tidney,,,UNVERIFIED,,Tidney,
2255,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Denisher,,,UNVERIFIED,,Denishser,
2256,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Hooney,,,UNVERIFIED,,Hooney,
2258,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Woonboha,,,UNVERIFIED,,Woonboha,
2259,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
2260,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
2261,6486_20_05_1898_1_XXIII__59440662.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
2262,6486_20_05_1898_1_XXIII__59440662.txt,England,,,UNVERIFIED,,England,
2263,6486_20_05_1898_1_XXIII__59440662.txt,England,,,UNVERIFIED,,England,
2264,6486_20_05_1898_1_XXIII__59440662.txt,England,,,UNVERIFIED,,England,
2265,6486_20_05_1898_1_XXIII__59440662.txt,Brindisi,40.641136,17.946867,UNVERIFIED,,Brindisi,
2266,6486_20_05_1898_1_XXIII__59440662.txt,Hylda,,,UNVERIFIED,,Hylda,
2267,6486_20_05_1898_1_XXIII__59440662.txt,Brindisi,40.641136,17.946867,UNVERIFIED,,Brindisi,
2268,6486_20_05_1898_1_XXIII__59440662.txt,Turin,45.073361,7.685433,UNVERIFIED,,Turin,
2269,6486_20_05_1898_1_XXIII__59440662.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
2270,6486_20_05_1898_1_XXIII__59440662.txt,Turin,45.073361,7.685433,UNVERIFIED,,Turin,
2271,6486_20_05_1898_1_XXIII__59440662.txt,Zurich,47.41722036,8.646637945,UNVERIFIED,,Zurich,
2272,6486_20_05_1898_1_XXIII__59440662.txt,Strasbourg,48.58272,7.75108,UNVERIFIED,,Strasbourg,
2273,6486_20_05_1898_1_XXIII__59440662.txt,Strasbourg,48.58272,7.75108,UNVERIFIED,,Strasbourg,
2274,6486_20_05_1898_1_XXIII__59440662.txt,Frankfort,38.20091,-84.87328,UNVERIFIED,,Frankfort,
2275,6486_20_05_1898_1_XXIII__59440662.txt,Namur,50.4796974,4.8416567,UNVERIFIED,,Namur,
2276,6486_20_05_1898_1_XXIII__59440662.txt,Brussels,50.85045,4.34878,UNVERIFIED,,Brussels,
2277,6486_20_05_1898_1_XXIII__59440662.txt,Brussels,50.85045,4.34878,UNVERIFIED,,Brussels,
2278,6486_20_05_1898_1_XXIII__59440662.txt,England,,,UNVERIFIED,,England,
2280,6486_20_05_1898_1_XXIII__59440662.txt,Brussels,50.85045,4.34878,UNVERIFIED,,Brussels,
2282,6486_20_05_1898_1_XXIII__59440662.txt,England,,,UNVERIFIED,,England,
2283,6486_20_05_1898_1_XXIII__59440662.txt,Brussels,50.85045,4.34878,UNVERIFIED,,Brussels,
2284,6486_20_05_1898_1_XXIII__59440662.txt,St. Gudule,,,UNVERIFIED,,St. Gudule,
2285,6486_20_05_1898_1_XXIII__59440662.txt,England,,,UNVERIFIED,,England,
2286,6486_20_05_1898_1_XXIII__59440662.txt,England,,,UNVERIFIED,,England,
2287,6486_20_05_1898_1_XXIII__59440662.txt,Brussels,50.85045,4.34878,UNVERIFIED,,Brussels,
2289,6072_20_5_1896_4_XVII_A MYSTERIOUS TRACK._133806905.txt,Western Plains Station,,,NOT_IDENTIFIABLE,,Western Plains Station,
