article_id,Placename,Filename,latitude,longitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType,Trove_id
111104168,Dublin,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,135.1372635,-33.13616926,SA,3.470829059,3.470829059,4,50,exact,13861
111104168,Newry,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,150.6261111,-30.49833333,Ambiguous,4.854432617,2.375,8,,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Dublin,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,135.1372635,-33.13616926,SA,3.470829059,3.470829059,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Newry,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,150.6261111,-30.49833333,Ambiguous,4.854432617,2.375,8,,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Newry,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,150.6261111,-30.49833333,Ambiguous,4.854432617,2.375,8,,exact,13861
111104168,Armagh,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,139.681895,-35.934625,SA,2.376367946,2.376367946,2,100,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Newry,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,150.6261111,-30.49833333,Ambiguous,4.854432617,2.375,8,,exact,13861
111104168,Newry,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,150.6261111,-30.49833333,Ambiguous,4.854432617,2.375,8,,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Newry,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,150.6261111,-30.49833333,Ambiguous,4.854432617,2.375,8,,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Newry,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,150.6261111,-30.49833333,Ambiguous,4.854432617,2.375,8,,exact,13861
111104168,Bannbridge,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Australia,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Vindicator,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,England,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,13861
111104168,Greenock,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,145.8605122,-34.31719133,NSW,1.818771654,1.818771654,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Ireland,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Belfast,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,142.216948,-38.36500018,VIC,0.02475031,0.02475031,4,50,exact,13861
111104168,Newry,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,150.6261111,-30.49833333,Ambiguous,4.854432617,2.375,8,,exact,13861
111104168,Ulster,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Ireland,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Ireland,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Dane,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
111104168,Emerald Island,13861_31_10_1896_2_III _A PROVINCIAL CAREER. BELFAST._111104168.txt,,,None,,,0,,None,13861
114079467,Baijhurst,13768_23_5_1894_7_XXI __114079467.txt,,,None,,,0,,None,13768
114079467,Jive,13768_23_5_1894_7_XXI __114079467.txt,,,None,,,0,,None,13768
114079467,Mount Hesse,13768_23_5_1894_7_XXI __114079467.txt,143.8365326,-38.1618042,VIC,0.003949495,0.003949495,2,100,exact,13768
114079467,Cape Otway,13768_23_5_1894_7_XXI __114079467.txt,143.5112457,-38.85791779,VIC,0,0,1,100,exact,13768
114079467,Western Port,13768_23_5_1894_7_XXI __114079467.txt,145.2890278,-38.26430556,VIC,0,0,1,100,exact,13768
114079467,Dandarong,13768_23_5_1894_7_XXI __114079467.txt,,,None,,,0,,None,13768
114079467,Waurn Ponds,13768_23_5_1894_7_XXI __114079467.txt,144.2654167,-38.20236111,VIC,0.009111789,0.009111789,2,100,exact,13768
114079467,Mount,13768_23_5_1894_7_XXI __114079467.txt,,,None,,,0,,None,13768
114084906,Lake Oolac,13768_19_5_1894_7_XVIII__114084906.txt,143.5973663,-38.30486298,VIC,0,0,1,100,fuzzy,13768
114084906,Mount Hesse,13768_19_5_1894_7_XVIII__114084906.txt,143.8365326,-38.1618042,VIC,0.003949495,0.003949495,2,100,exact,13768
114084906,Mount Hesse,13768_19_5_1894_7_XVIII__114084906.txt,143.8365326,-38.1618042,VIC,0.003949495,0.003949495,2,100,exact,13768
114084906,Lake Oolac,13768_19_5_1894_7_XVIII__114084906.txt,143.5973663,-38.30486298,VIC,0,0,1,100,fuzzy,13768
114084906,Mount Hesse,13768_19_5_1894_7_XVIII__114084906.txt,143.8365326,-38.1618042,VIC,0.003949495,0.003949495,2,100,exact,13768
114084906,Lake Corangamite,13768_19_5_1894_7_XVIII__114084906.txt,143.4045868,-38.18097305,VIC,0,0,1,100,exact,13768
114084906,Mount Hesse,13768_19_5_1894_7_XVIII__114084906.txt,143.8365326,-38.1618042,VIC,0.003949495,0.003949495,2,100,exact,13768
114084906,Lake Corangamite,13768_19_5_1894_7_XVIII__114084906.txt,143.4045868,-38.18097305,VIC,0,0,1,100,exact,13768
114084906,Mount Turcern,13768_19_5_1894_7_XVIII__114084906.txt,,,None,,,0,,None,13768
114084906,Mount Hesse,13768_19_5_1894_7_XVIII__114084906.txt,143.8365326,-38.1618042,VIC,0.003949495,0.003949495,2,100,exact,13768
114077122,Mount,13768_18_5_1894_7_XVII__114077122.txt,,,None,,,0,,None,13768
114077122,Mount,13768_18_5_1894_7_XVII__114077122.txt,,,None,,,0,,None,13768
114077122,England,13768_18_5_1894_7_XVII__114077122.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,13768
114077122,Bathurst,13768_18_5_1894_7_XVII__114077122.txt,149.5805556,-33.42416667,NSW,0.486084924,0.212091905,7,100,exact,13768
114077122,Blue Mountains,13768_18_5_1894_7_XVII__114077122.txt,150.3344444,-33.49833333,NSW,0.100154202,0,5,60,exact,13768
114077122,Penrith,13768_18_5_1894_7_XVII__114077122.txt,150.6941667,-33.75111111,NSW,0.002493132,0,4,75,exact,13768
114077122,England,13768_18_5_1894_7_XVII__114077122.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,13768
114077122,Australia,13768_18_5_1894_7_XVII__114077122.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,13768
114077122,Faversham,13768_18_5_1894_7_XVII__114077122.txt,138.87355,-35.02732,SA,0,0,1,100,exact,13768
114077122,Mount,13768_18_5_1894_7_XVII__114077122.txt,,,None,,,0,,None,13768
114077122,Australia,13768_18_5_1894_7_XVII__114077122.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,13768
114077122,Victoria,13768_18_5_1894_7_XVII__114077122.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,13768
114077122,Cape Otway,13768_18_5_1894_7_XVII__114077122.txt,143.5112457,-38.85791779,VIC,0,0,1,100,exact,13768
114077122,Goulbum,13768_18_5_1894_7_XVII__114077122.txt,,,None,,,0,,None,13768
114077122,Broken,13768_18_5_1894_7_XVII__114077122.txt,,,None,,,0,,None,13768
114077122,Lake Corangamite,13768_18_5_1894_7_XVII__114077122.txt,143.4045868,-38.18097305,VIC,0,0,1,100,exact,13768
114077122,Mount Gelli,13768_18_5_1894_7_XVII__114077122.txt,146.0200043,-42.15000153,TAS,0,0,1,100,fuzzy,13768
114077122,Victoria,13768_18_5_1894_7_XVII__114077122.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,13768
114077122,Mount Hesse,13768_18_5_1894_7_XVII__114077122.txt,143.8365326,-38.1618042,VIC,0.003949495,0.003949495,2,100,exact,13768
114077122,Emu Plains,13768_18_5_1894_7_XVII__114077122.txt,144.742151,-32.84013,Ambiguous,13.78598728,12.6772253,11,,exact,13768
114077122,Nepean,13768_18_5_1894_7_XVII__114077122.txt,144.7670898,-33.64833333,Ambiguous,11.4579638,5.867354644,3,,exact,13768
114077122,New South Wales,13768_18_5_1894_7_XVII__114077122.txt,147.0177778,-32.16166667,NSW,0,0,1,100,exact,13768
114077122,Emu Plains,13768_18_5_1894_7_XVII__114077122.txt,144.742151,-32.84013,Ambiguous,13.78598728,12.6772253,11,,exact,13768
114077122,New South Wales,13768_18_5_1894_7_XVII__114077122.txt,147.0177778,-32.16166667,NSW,0,0,1,100,exact,13768
138665823,Melbourne,13537_30_4_1898_50_I__138665823.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,13537
138665823,Thorpedale,13537_30_4_1898_50_I__138665823.txt,146.1779167,-38.29013889,VIC,0.016965086,0.00491821,3,100,fuzzy,13537
138665823,Thorpedaie,13537_30_4_1898_50_I__138665823.txt,,,None,,,0,,None,13537
138665823,Melbourne,13537_30_4_1898_50_I__138665823.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,13537
138665823,Melbourne,13537_30_4_1898_50_I__138665823.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,13537
155447655,Glen Athos,13331_4_3_1899_11_V__155447655.txt,,,None,,,0,,None,13331
59749586,Dublin,1359_25_03_1882_3_IV__59749586.txt,135.1372635,-33.13616926,SA,3.470829059,3.470829059,4,50,exact,1359
59749586,Carisbrook,1359_25_03_1882_3_IV__59749586.txt,143.8211128,-37.03805542,VIC,0.035020109,0.01307023,7,57.14285714,exact,1359
59749586,Scarsdale,1359_25_03_1882_3_IV__59749586.txt,143.6561051,-37.66902924,VIC,0.004102368,0.001338975,5,80,exact,1359
59749586,Newcastle,1359_25_03_1882_3_IV__59749586.txt,151.7177778,-32.865,NSW,1.579793292,0.094280904,4,75,exact,1359
59749586,Ireland,1359_25_03_1882_3_IV__59749586.txt,,,None,,,0,,None,1359
59749586,Sydney,1359_25_03_1882_3_IV__59749586.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,1359
59749586,Newcastle,1359_25_03_1882_3_IV__59749586.txt,151.7177778,-32.865,NSW,1.579793292,0.094280904,4,75,exact,1359
59749586,Temora,1359_25_03_1882_3_IV__59749586.txt,147.5344444,-34.44833333,NSW,0.042823355,0.016666667,3,100,exact,1359
59749586,Preston,1359_25_03_1882_3_IV__59749586.txt,145.0037537,-33.22322,Ambiguous,13.55242325,8.929443721,14,,exact,1359
59749586,Melbourne,1359_25_03_1882_3_IV__59749586.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,1359
59749586,Hoepital,1359_25_03_1882_3_IV__59749586.txt,,,None,,,0,,None,1359
18332181,Port Phillip,20180_15_8_1874_7_None__18332181.txt,144.8913889,-38.1072222,VIC,0,0,1,100,exact,20180
18332181,Newfoundland,20180_15_8_1874_7_None__18332181.txt,144.7011111,-30.82361111,NSW,2.13854016,0.036666667,3,100,exact,20180
18332181,Yarra,20180_15_8_1874_7_None__18332181.txt,149.6344444,-34.815,NSW,0.299254339,0,4,75,exact,20180
18332181,Guinea,20180_15_8_1874_7_None__18332181.txt,149.5344444,-36.19833333,NSW,0,0,1,100,exact,20180
18332181,Port Philip Patriot,20180_15_8_1874_7_None__18332181.txt,,,None,,,0,,None,20180
18332181,Melbourne,20180_15_8_1874_7_None__18332181.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,20180
18332181,Port Phillip,20180_15_8_1874_7_None__18332181.txt,144.8913889,-38.1072222,VIC,0,0,1,100,exact,20180
18332181,Geelong,20180_15_8_1874_7_None__18332181.txt,144.3559723,-38.14819527,VIC,0.005005075,0.002249296,5,80,exact,20180
18332181,Geelong,20180_15_8_1874_7_None__18332181.txt,144.3559723,-38.14819527,VIC,0.005005075,0.002249296,5,80,exact,20180
18332181,Victoria,20180_15_8_1874_7_None__18332181.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,20180
18332181,New Zealand,20180_15_8_1874_7_None__18332181.txt,,,None,,,0,,None,20180
181819949,Brisbane,20335_22_6_1878_9_XX_CREDITOR. BILL COURCY'S FATE._181819949.txt,151.9229167,-29.82472222,Ambiguous,2.603174807,2.603174807,2,,exact,20335
181819949,Melbourne,20335_22_6_1878_9_XX_CREDITOR. BILL COURCY'S FATE._181819949.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,20335
181819949,England,20335_22_6_1878_9_XX_CREDITOR. BILL COURCY'S FATE._181819949.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,20335
181819949,Siberia,20335_22_6_1878_9_XX_CREDITOR. BILL COURCY'S FATE._181819949.txt,134.9512109,-34.00831016,Ambiguous,14.49435944,14.49435944,2,,exact,20335
181819949,Brisbane,20335_22_6_1878_9_XX_CREDITOR. BILL COURCY'S FATE._181819949.txt,151.9229167,-29.82472222,Ambiguous,2.603174807,2.603174807,2,,exact,20335
181819949,Melbourne,20335_22_6_1878_9_XX_CREDITOR. BILL COURCY'S FATE._181819949.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,20335
27264280,Beula township,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,OR,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Austra,20941_21_1_1871_7_None__27264280.txt,148.078887,-37.92083326,Ambiguous,4.838902001,4.838902001,2,,fuzzy,20941
27264280,Sydney,20941_21_1_1871_7_None__27264280.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,20941
27264280,Beula,20941_21_1_1871_7_None__27264280.txt,148.5459843,-34.2074465,Ambiguous,3.610945787,4.835091007,14,,fuzzy,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Sydney,20941_21_1_1871_7_None__27264280.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,20941
27264280,England,20941_21_1_1871_7_None__27264280.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,20941
27264280,Sydney,20941_21_1_1871_7_None__27264280.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Spanish,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Sydney,20941_21_1_1871_7_None__27264280.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Clara,20941_21_1_1871_7_None__27264280.txt,146.9333333,-25.98333333,QLD,0,0,1,100,exact,20941
27264280,Clara,20941_21_1_1871_7_None__27264280.txt,146.9333333,-25.98333333,QLD,0,0,1,100,exact,20941
27264280,Clara,20941_21_1_1871_7_None__27264280.txt,146.9333333,-25.98333333,QLD,0,0,1,100,exact,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Sydney,20941_21_1_1871_7_None__27264280.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,20941
27264280,Mississippi,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Carlton,20941_21_1_1871_7_None__27264280.txt,149.193773,-33.51930556,NSW,1.58212382,1.510816694,15,53.33333333,exact,20941
27264280,Carlton,20941_21_1_1871_7_None__27264280.txt,149.193773,-33.51930556,NSW,1.58212382,1.510816694,15,53.33333333,exact,20941
27264280,Carlton,20941_21_1_1871_7_None__27264280.txt,149.193773,-33.51930556,NSW,1.58212382,1.510816694,15,53.33333333,exact,20941
27264280,Lethe,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
27264280,Sydney,20941_21_1_1871_7_None__27264280.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,20941
27264280,Gwalior,20941_21_1_1871_7_None__27264280.txt,,,None,,,0,,None,20941
198489058,Jlorlyn Creek,20022_7_1_1882_3_I__198489058.txt,,,None,,,0,,None,20022
198489058,chili,20022_7_1_1882_3_I__198489058.txt,146.55,-25.43333333,QLD,0,0,1,100,exact,20022
198489058,Borta,20022_7_1_1882_3_I__198489058.txt,,,None,,,0,,None,20022
198489058,Highland,20022_7_1_1882_3_I__198489058.txt,138.553585,-34.066605,SA,1.163802993,1.163802993,3,66.66666667,exact,20022
198489058,Ballarat,20022_7_1_1882_3_I__198489058.txt,143.8565216,-37.55986023,VIC,0.009418973,0.002377951,6,83.33333333,exact,20022
198489058,Irishwoman,20022_7_1_1882_3_I__198489058.txt,,,None,,,0,,None,20022
198489058,Highland,20022_7_1_1882_3_I__198489058.txt,138.553585,-34.066605,SA,1.163802993,1.163802993,3,66.66666667,exact,20022
198489058,Merlyn Creek,20022_7_1_1882_3_I__198489058.txt,143.4,-22.2,QLD,0,0,1,100,fuzzy,20022
198489670,Ballarat,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",143.8565216,-37.55986023,VIC,0.009418973,0.002377951,6,83.33333333,exact,20022
198489670,Merlyn Creek,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",143.4,-22.2,QLD,0,0,1,100,fuzzy,20022
198489670,Africa,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,Australia,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",137.13828,-28.61389,Ambiguous,0,0,2,,exact,20022
198489670,Philiborta,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,China,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,Philiborta,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,Emu Creek,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",145.25,-21.28333333,QLD,4.71019768,4.494336494,120,59.16666667,exact,20022
198489670,Campboll,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,Australia,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",137.13828,-28.61389,Ambiguous,0,0,2,,exact,20022
198489670,Merlyn Crook,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,Emu Crook,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,Melbourne,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,20022
198489670,Emu Creek,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",145.25,-21.28333333,QLD,4.71019768,4.494336494,120,59.16666667,exact,20022
198489670,Swodenborg,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,Bwodenborg,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
198489670,Philiborta,"20022_14_1_1882_3_III_TIME, THE GREAT HEALER._198489670.txt",,,None,,,0,,None,20022
197779016,Melbourne,19756_9_12_1882_2_VI__197779016.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,19756
197779016,London,19756_9_12_1882_2_VI__197779016.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,19756
197779016,Hackney,19756_9_12_1882_2_VI__197779016.txt,144.1046339,-34.189395,Ambiguous,5.535744888,5.535744888,2,,exact,19756
197779016,Wyndham,19756_9_12_1882_2_VI__197779016.txt,149.6619444,-34.08166667,NSW,4.078106065,3.161162858,14,78.57142857,exact,19756
197779016,Wyndham,19756_9_12_1882_2_VI__197779016.txt,149.6619444,-34.08166667,NSW,4.078106065,3.161162858,14,78.57142857,exact,19756
197779016,Hackney,19756_9_12_1882_2_VI__197779016.txt,144.1046339,-34.189395,Ambiguous,5.535744888,5.535744888,2,,exact,19756
197779016,Wyndham,19756_9_12_1882_2_VI__197779016.txt,149.6619444,-34.08166667,NSW,4.078106065,3.161162858,14,78.57142857,exact,19756
197779016,Sydney,19756_9_12_1882_2_VI__197779016.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,19756
197779016,Sydney,19756_9_12_1882_2_VI__197779016.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,19756
197779016,Paris,19756_9_12_1882_2_VI__197779016.txt,,,None,,,0,,None,19756
197779016,Hackney,19756_9_12_1882_2_VI__197779016.txt,144.1046339,-34.189395,Ambiguous,5.535744888,5.535744888,2,,exact,19756
197779016,Paringa,19756_9_12_1882_2_VI__197779016.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,19756
197779016,Hamilton,19756_9_12_1882_2_VI__197779016.txt,148.201979,-29.43166667,Ambiguous,7.918729037,8.289079158,22,,exact,19756
197779016,Wyndham,19756_9_12_1882_2_VI__197779016.txt,149.6619444,-34.08166667,NSW,4.078106065,3.161162858,14,78.57142857,exact,19756
197779016,China,19756_9_12_1882_2_VI__197779016.txt,,,None,,,0,,None,19756
197779016,Bangor,19756_9_12_1882_2_VI__197779016.txt,142.6435775,-33.51659278,Ambiguous,11.17977729,8.655420184,4,,exact,19756
197779016,House,19756_9_12_1882_2_VI__197779016.txt,,,None,,,0,,None,19756
197779016,Wyndham,19756_9_12_1882_2_VI__197779016.txt,149.6619444,-34.08166667,NSW,4.078106065,3.161162858,14,78.57142857,exact,19756
197779016,Devonshire,19756_9_12_1882_2_VI__197779016.txt,148.6803213,-32.7889585,NSW,3.213107388,3.213107388,2,100,exact,19756
197779016,Sydney,19756_9_12_1882_2_VI__197779016.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,19756
197779016,Paringa,19756_9_12_1882_2_VI__197779016.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,19756
197779016,Thrace,19756_9_12_1882_2_VI__197779016.txt,,,None,,,0,,None,19756
