0,1,2,mappify_buildingName,mappify_numberFirst,mappify_numberFirstPrefix,mappify_numberFirstSuffix,mappify_numberLast,mappify_numberLastPrefix,mappify_numberLastSuffix,mappify_streetName,mappify_streetType,mappify_streetSuffixCode,mappify_suburb,mappify_state,mappify_postCode,mappify_location_lat,mappify_location_lon,mappify_streetAddress
Moriaita,LOCATION,18800206-582-200264628 (1 of 1).txt,null,301,null,null,null,null,null,MORIARTY,ROAD,null,MORIARTY,TAS,7307,-41.22394653,146.4549551,"301 MORIARTY ROAD, MORIARTY TAS 7307"
Adelaide,LOCATION,18800206-582-200264628 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
London,LOCATION,18800206-582-200264628 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Smythesdale,LOCATION,18630102-13-6482312 (2 of 5).txt,null,150,null,null,null,null,null,SEBASTOPOL-SMYTHESDALE,ROAD,null,SMYTHESDALE,VIC,3351,-37.6427433,143.702877,"150 SEBASTOPOL-SMYTHESDALE ROAD, SMYTHESDALE VIC 3351"
Orafton,LOCATION,18680104-366-101476736 (5 of 6).txt,BAREEDA HOLDING,null,null,null,null,null,null,OPALTON,ROAD,null,OPALTON,QLD,4735,-23.29526842,142.8374001,"BAREEDA HOLDING, OPALTON ROAD, OPALTON QLD 4735"
Morpeth,LOCATION,18680104-366-101476736 (5 of 6).txt,null,345,null,null,null,null,null,MORPETH,ROAD,null,MORPETH,NSW,2321,-32.72574078,151.6192805,"345 MORPETH ROAD, MORPETH NSW 2321"
Willaston,LOCATION,18671228-108-61208458 (1 of 1).txt,null,1611,null,null,null,null,null,WINLATON,ROAD,null,WINLATON,VIC,3585,-35.47961586,143.7691495,"1611 WINLATON ROAD, WINLATON VIC 3585"
Pyalong,LOCATION,18630112-13-6482586 (1 of 2).txt,null,260,null,null,null,null,null,BROADFORD-PYALONG,ROAD,null,PYALONG,VIC,3521,-37.14203611,144.9026345,"260 BROADFORD-PYALONG ROAD, PYALONG VIC 3521"
York,LOCATION,18920211-1086-211974158 (1 of 1).txt,null,6,null,null,null,null,null,NORTHAM-YORK,ROAD,null,YORK,WA,6302,-31.87259029,116.7833291,"6 NORTHAM-YORK ROAD, YORK WA 6302"
Ballarat,LOCATION,18770209-558-148703911 (2 of 2).txt,null,148,null,null,null,null,null,BELLARA,STREET,null,BELLARA,QLD,4507,-27.0593373,153.1531408,"148 BELLARA STREET, BELLARA QLD 4507"
Ballarat,LOCATION,18770209-558-148703911 (2 of 2).txt,null,148,null,null,null,null,null,BELLARA,STREET,null,BELLARA,QLD,4507,-27.0593373,153.1531408,"148 BELLARA STREET, BELLARA QLD 4507"
Eldorado,LOCATION,18660112-13-5781419 (1 of 1).txt,null,1467,null,null,null,null,null,WANGARATTA-ELDORADO,ROAD,null,ELDORADO,VIC,3746,-36.31388939,146.507104,"1467 WANGARATTA-ELDORADO ROAD, ELDORADO VIC 3746"
Bowbx Park,LOCATION,18950914-464-111109536 (2 of 2).txt,COROOMBONG,881,null,null,null,null,null,BOWAN PARK,ROAD,null,BOWAN PARK,NSW,2864,-33.29345948,148.8571678,"COROOMBONG, 881 BOWAN PARK ROAD, BOWAN PARK NSW 2864"
Adelaide,LOCATION,18811117-373-96892644 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Echuca,LOCATION,18860202-731-146768728 (1 of 1).txt,null,155,null,null,null,null,null,ECHUCA-MITIAMO,ROAD,null,ECHUCA,VIC,3564,-36.18245189,144.7112403,"155 ECHUCA-MITIAMO ROAD, ECHUCA VIC 3564"
Tonga,LOCATION,18860202-731-146768728 (1 of 1).txt,null,1715,null,null,null,null,null,MONGA,LANE,null,MONGA,NSW,2622,-35.5715704,149.8964897,"1715 MONGA LANE, MONGA NSW 2622"
Tonga,LOCATION,18860202-731-146768728 (1 of 1).txt,null,1715,null,null,null,null,null,MONGA,LANE,null,MONGA,NSW,2622,-35.5715704,149.8964897,"1715 MONGA LANE, MONGA NSW 2622"
England,LOCATION,18860202-731-146768728 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Trungley,LOCATION,18880324-698-164362035 (6 of 6).txt,null,null,null,null,null,null,null,BRUNGLE,ROAD,null,BRUNGLE,NSW,2722,-35.15030653,148.2280733,"BRUNGLE ROAD, BRUNGLE NSW 2722"
Trungley,LOCATION,18880324-698-164362035 (6 of 6).txt,null,null,null,null,null,null,null,BRUNGLE,ROAD,null,BRUNGLE,NSW,2722,-35.15030653,148.2280733,"BRUNGLE ROAD, BRUNGLE NSW 2722"
Kildcary,LOCATION,18880324-698-164362035 (6 of 6).txt,null,6,null,null,null,null,null,KILLCARE,ROAD,null,KILLCARE,NSW,2257,-33.52482365,151.361136,"6 KILLCARE ROAD, KILLCARE NSW 2257"
Berlin,LOCATION,18990320-367-102221750 (1 of 1).txt,null,null,null,null,null,null,null,BARLIL,ROAD,null,BARLIL,QLD,4605,-26.18533642,151.8854788,"BARLIL ROAD, BARLIL QLD 4605"
Burraga,LOCATION,18990320-367-102221750 (1 of 1).txt,COLLINORE STATION,3074,null,null,null,null,null,BURRAGA,ROAD,null,BURRAGA,NSW,2795,-33.94002525,149.4841992,"COLLINORE STATION, 3074 BURRAGA ROAD, BURRAGA NSW 2795"
Middlesex,LOCATION,18990320-367-102221750 (1 of 1).txt,null,null,null,null,null,null,null,MIDDLESEX,ROAD,null,MIDDLESEX,WA,6258,-34.32334149,116.1625638,"MIDDLESEX ROAD, MIDDLESEX WA 6258"
Colac,LOCATION,18630105-189-72553918 (2 of 6).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
Inverleigh,LOCATION,18630105-189-72553918 (2 of 6).txt,null,null,null,null,null,null,null,ANDERLEIGH,ROAD,null,ANDERLEIGH,QLD,4570,-26.01794618,152.7035073,"ANDERLEIGH ROAD, ANDERLEIGH QLD 4570"
Burra,LOCATION,18600319-13-5679116 (1 of 1).txt,null,null,null,null,null,null,null,BURRA,ROAD,null,BURRA,SA,5417,-33.83235173,138.9588649,"BURRA ROAD, BURRA SA 5417"
COLAC,LOCATION,18790210-232-232166384 (1 of 1).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
COLAC,LOCATION,18790210-232-232166384 (1 of 1).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
Ballarat,LOCATION,18570107-582-202635431 (2 of 2).txt,null,148,null,null,null,null,null,BELLARA,STREET,null,BELLARA,QLD,4507,-27.0593373,153.1531408,"148 BELLARA STREET, BELLARA QLD 4507"
Meerliet,LOCATION,18980103-108-62372899 (1 of 1).txt,null,1324,null,null,null,null,null,LINDENOW-MEERLIEU,ROAD,null,MEERLIEU,VIC,3862,-37.99155359,147.380047,"1324 LINDENOW-MEERLIEU ROAD, MEERLIEU VIC 3862"
Bengworden,LOCATION,18980103-108-62372899 (1 of 1).txt,null,1180,null,A,null,null,null,BENGWORDEN,ROAD,null,BENGWORDEN,VIC,3875,-37.94201856,147.5287514,"1180A BENGWORDEN ROAD, BENGWORDEN VIC 3875"
London,LOCATION,18690303-180-66034050 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Yass,LOCATION,18510305-67-60033115 (1 of 2).txt,null,447,null,null,null,null,null,YASS VALLEY,WAY,null,YASS,NSW,2582,-34.82423811,148.9088449,"447 YASS VALLEY WAY, YASS NSW 2582"
Muckleford,LOCATION,18770421-621-221765929 (1 of 1).txt,null,164,null,null,null,null,null,MUCKLEFORD-CASTLEMAINE,ROAD,null,MUCKLEFORD,VIC,3451,-37.04274745,144.1888357,"164 MUCKLEFORD-CASTLEMAINE ROAD, MUCKLEFORD VIC 3451"
Boree,LOCATION,18620215-697-166690815 (4 of 5).txt,null,213,null,null,null,null,null,BOREE,ROAD,null,MOREE,NSW,2400,-29.37347974,149.761005,"213 BOREE ROAD, MOREE NSW 2400"
Melbourne,LOCATION,18930213-30-3045207 (3 of 3).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Marong,LOCATION,18930213-30-3045207 (3 of 3).txt,null,171,null,null,null,null,null,MARONG-SERPENTINE,ROAD,null,MARONG,VIC,3515,-36.72300204,144.1364306,"171 MARONG-SERPENTINE ROAD, MARONG VIC 3515"
Diamond Creek,LOCATION,18930213-30-3045207 (3 of 3).txt,null,272,null,A,null,null,null,DIAMOND CREEK,ROAD,null,DIAMOND CREEK,VIC,3089,-37.6805522,145.122711,"272A DIAMOND CREEK ROAD, DIAMOND CREEK VIC 3089"
Diamond Creek,LOCATION,18930213-30-3045207 (3 of 3).txt,null,272,null,A,null,null,null,DIAMOND CREEK,ROAD,null,DIAMOND CREEK,VIC,3089,-37.6805522,145.122711,"272A DIAMOND CREEK ROAD, DIAMOND CREEK VIC 3089"
Warren,LOCATION,18960107-1093-209054968 (1 of 1).txt,COOLDOONE,7116,null,null,null,null,null,OLD WARREN,ROAD,null,WARREN,NSW,2824,-31.69265177,147.7953162,"COOLDOONE, 7116 OLD WARREN ROAD, WARREN NSW 2824"
Bodalla,LOCATION,18960107-1093-209054968 (1 of 1).txt,null,null,null,null,null,null,null,BODALLA PARK,DRIVE,null,BODALLA,NSW,2545,-36.11153006,150.0404497,"BODALLA PARK DRIVE, BODALLA NSW 2545"
Richmond,LOCATION,18960107-1093-209054968 (1 of 1).txt,null,149,null,null,null,null,null,RICHMOND,ROAD,null,RICHMOND,SA,5033,-34.94201162,138.5672635,"149 RICHMOND ROAD, RICHMOND SA 5033"
Clifton,LOCATION,18960107-1093-209054968 (1 of 1).txt,null,null,null,null,null,null,null,CLIFTON ALLORA,ROAD,null,CLIFTON,QLD,4361,-27.94821758,151.9381794,"CLIFTON ALLORA ROAD, CLIFTON QLD 4361"
ADELAIDE,LOCATION,18980208-53-44205960 (6 of 6).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
AUCKLAND,LOCATION,18980208-53-44205960 (6 of 6).txt,COLLIE BLUE,null,null,null,null,null,null,BUCKLAND,ROAD,null,BUCKLAND,QLD,4722,-24.51798909,147.7493236,"COLLIE BLUE, BUCKLAND ROAD, BUCKLAND QLD 4722"
Nelson,LOCATION,18980208-53-44205960 (6 of 6).txt,null,null,null,null,null,null,null,NELSON,ROAD,null,NELSON,NSW,2765,-33.64913881,150.9185107,"NELSON ROAD, NELSON NSW 2765"
Melbourne,LOCATION,18980113-239-91925936 (2 of 3).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Boort,LOCATION,18980113-239-91925936 (2 of 3).txt,null,160,null,null,null,null,null,BOORT-CHARLTON,ROAD,null,BOORT,VIC,3537,-36.12412572,143.7096945,"160 BOORT-CHARLTON ROAD, BOORT VIC 3537"
Melbourne,LOCATION,18980113-239-91925936 (2 of 3).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Colac,LOCATION,18780305-241-94717966 (3 of 4).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
Slat Creek,LOCATION,18780305-241-94717966 (3 of 4).txt,null,188,null,null,null,null,null,SLATY CREEK,ROAD,null,SLATY CREEK,VIC,3477,-36.53368189,143.2889713,"188 SLATY CREEK ROAD, SLATY CREEK VIC 3477"
Ballarat,LOCATION,18780305-241-94717966 (3 of 4).txt,null,148,null,null,null,null,null,BELLARA,STREET,null,BELLARA,QLD,4507,-27.0593373,153.1531408,"148 BELLARA STREET, BELLARA QLD 4507"
Sandhurst,LOCATION,18860119-225-72953876 (1 of 1).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
Gerange,LOCATION,18860119-225-72953876 (1 of 1).txt,null,555,null,null,null,null,null,GRANGE,ROAD,null,GRANGE,SA,5022,-34.90651166,138.5054096,"555 GRANGE ROAD, GRANGE SA 5022"
Colac,LOCATION,18860119-225-72953876 (1 of 1).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
Bullarook,LOCATION,18690303-809-177007886 (1 of 1).txt,null,155,null,null,null,null,null,TALLAROOK-PYALONG,ROAD,null,TALLAROOK,VIC,3659,-37.09850405,145.0889943,"155 TALLAROOK-PYALONG ROAD, TALLAROOK VIC 3659"
Dublin,LOCATION,18690303-809-177007886 (1 of 1).txt,null,null,null,null,null,null,null,DUBLIN,ROAD,null,DUBLIN,SA,5501,-34.44989984,138.3951084,"DUBLIN ROAD, DUBLIN SA 5501"
Norwood,LOCATION,18671221-287-91262150 (1 of 1).txt,null,6,null,null,null,null,null,NORWOOD,AVENUE,null,NORWOOD,TAS,7250,-41.45439244,147.1742707,"6 NORWOOD AVENUE, NORWOOD TAS 7250"
Mitoham,LOCATION,18671221-287-91262150 (1 of 1).txt,null,192,null,null,null,null,null,MITCHAM,ROAD,null,MITCHAM,VIC,3132,-37.802869,145.187378,"192 MITCHAM ROAD, MITCHAM VIC 3132"
Lome,LOCATION,18810425-1052-208567920 (1 of 1).txt,null,null,null,null,null,null,null,NOME,ROAD,null,NOME,QLD,4816,-19.37712019,146.9248368,"NOME ROAD, NOME QLD 4816"
Melbourne,LOCATION,18850919-42-19800520 (1 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Windsor,LOCATION,18850919-42-19800520 (1 of 2).txt,null,null,null,null,null,null,null,WINDSOR,ROAD,null,WINDSOR,SA,5501,-34.43202712,138.3667316,"WINDSOR ROAD, WINDSOR SA 5501"
Taradale,LOCATION,18650301-13-5739044 (1 of 12).txt,null,709,null,null,null,null,null,TARADALE,ROAD,null,TARADALE,NSW,2653,-35.66639414,147.9528403,"709 TARADALE ROAD, TARADALE NSW 2653"
Taradale,LOCATION,18650301-13-5739044 (1 of 12).txt,null,709,null,null,null,null,null,TARADALE,ROAD,null,TARADALE,NSW,2653,-35.66639414,147.9528403,"709 TARADALE ROAD, TARADALE NSW 2653"
Montrose,LOCATION,18990318-464-111078230 (1 of 1).txt,null,null,null,null,null,null,null,MONTROSE,ROAD,null,MONTROSE,QLD,4413,-27.04206419,150.6502844,"MONTROSE ROAD, MONTROSE QLD 4413"
Melbourne,LOCATION,18820221-326-200456227 (1 of 3).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Tenter,LOCATION,18990318-464-111078230 (1 of 1).txt,null,293,null,null,null,null,null,HESTER,ROAD,null,HESTER,WA,6255,-33.91034334,116.1620642,"293 HESTER ROAD, HESTER WA 6255"
England,LOCATION,18950316-53-44173335 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Hamilton,LOCATION,18560407-13-4834863 (1 of 1).txt,null,8049,null,null,null,null,null,HAMILTON,HIGHWAY,null,HAMILTON,VIC,3300,-37.7622476,142.0785145,"8049 HAMILTON HIGHWAY, HAMILTON VIC 3300"
Bay,LOCATION,18980217-874-177523906 (1 of 1).txt,null,206,null,null,null,null,null,DUNERA,WAY,null,HAY,NSW,2711,-34.49820018,144.8313915,"206 DUNERA WAY, HAY NSW 2711"
Melbourne,LOCATION,18820211-49-60620068 (2 of 6).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Lancefield,LOCATION,18820211-49-60620068 (2 of 6).txt,ALLANWOOD,1731,null,null,null,null,null,KILMORE-LANCEFIELD,ROAD,null,LANCEFIELD,VIC,3435,-37.28646525,144.7802809,"ALLANWOOD, 1731 KILMORE-LANCEFIELD ROAD, LANCEFIELD VIC 3435"
Lancefield,LOCATION,18820211-49-60620068 (2 of 6).txt,ALLANWOOD,1731,null,null,null,null,null,KILMORE-LANCEFIELD,ROAD,null,LANCEFIELD,VIC,3435,-37.28646525,144.7802809,"ALLANWOOD, 1731 KILMORE-LANCEFIELD ROAD, LANCEFIELD VIC 3435"
Lancefield,LOCATION,18820211-49-60620068 (2 of 6).txt,ALLANWOOD,1731,null,null,null,null,null,KILMORE-LANCEFIELD,ROAD,null,LANCEFIELD,VIC,3435,-37.28646525,144.7802809,"ALLANWOOD, 1731 KILMORE-LANCEFIELD ROAD, LANCEFIELD VIC 3435"
Kadina,LOCATION,18731231-406-110365634 (1 of 1).txt,null,null,null,null,null,null,null,KADINA-TICKERA,ROAD,null,KADINA,SA,5554,-33.9460995,137.7179903,"KADINA-TICKERA ROAD, KADINA SA 5554"
Port Augusta,LOCATION,18731231-406-110365634 (1 of 1).txt,COMFORT INN MOTEL,null,null,null,null,null,null,AUGUSTA,HIGHWAY,null,PORT AUGUSTA,SA,5700,-32.51231084,137.8012889,"COMFORT INN MOTEL, AUGUSTA HIGHWAY, PORT AUGUSTA SA 5700"
London,LOCATION,18731231-406-110365634 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Albion,LOCATION,18960115-185-203769064 (3 of 3).txt,null,10,null,null,null,null,null,ALBION,ROAD,null,ALBION,QLD,4010,-27.43019253,153.0413161,"10 ALBION ROAD, ALBION QLD 4010"
Grenville,LOCATION,18960115-185-203769064 (3 of 3).txt,null,null,null,null,null,null,null,EDENVILLE,ROAD,null,EDENVILLE,NSW,2474,-28.70198303,152.9711239,"EDENVILLE ROAD, EDENVILLE NSW 2474"
Cobar,LOCATION,18890202-326-199668301 (1 of 1).txt,null,32,null,null,null,null,null,COBAR,STREET,null,COBAR,NSW,2835,-31.52750481,145.85632,"32 COBAR STREET, COBAR NSW 2835"
Merriwa,LOCATION,18890202-326-199668301 (1 of 1).txt,null,null,null,null,null,null,null,BERRIMA,DRIVE,null,BERRIMA,NSW,2577,-34.47472967,150.330976,"BERRIMA DRIVE, BERRIMA NSW 2577"
Bourkc,LOCATION,18890202-326-199668301 (1 of 1).txt,ALAMBIE,155,null,null,null,null,null,BOURKE-MILPARINKA,ROAD,null,BOURKE,NSW,2840,-30.03547436,145.8974338,"ALAMBIE, 155 BOURKE-MILPARINKA ROAD, BOURKE NSW 2840"
Bouirke,LOCATION,18890202-326-199668301 (1 of 1).txt,ALAMBIE,155,null,null,null,null,null,BOURKE-MILPARINKA,ROAD,null,BOURKE,NSW,2840,-30.03547436,145.8974338,"ALAMBIE, 155 BOURKE-MILPARINKA ROAD, BOURKE NSW 2840"
Parra,LOCATION,18881126-185-209451450 (1 of 1).txt,ALLUMBIE,1011,null,null,null,null,null,GARRA,ROAD,null,GARRA,NSW,2866,-33.11746143,148.7556419,"ALLUMBIE, 1011 GARRA ROAD, GARRA NSW 2866"
Newcastle,LOCATION,18881126-185-209451450 (1 of 1).txt,null,null,null,null,null,null,null,REDCASTLE CEMETERY,ROAD,null,REDCASTLE,VIC,3523,-36.7923363,144.7858251,"REDCASTLE CEMETERY ROAD, REDCASTLE VIC 3523"
England,LOCATION,18770406-35-13388982 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Melbourne,LOCATION,18770406-35-13388982 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Melbourne,LOCATION,18770406-35-13388982 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Fairfield,LOCATION,18770217-52-70598992 (1 of 1).txt,null,148,null,null,null,null,null,FAIRFIELD,ROAD,null,FAIRFIELD,QLD,4103,-27.50672928,153.0253778,"148 FAIRFIELD ROAD, FAIRFIELD QLD 4103"
England,LOCATION,18620204-8-18686499 (2 of 2).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Bazaar,LOCATION,18701217-412-104088682 (1 of 2).txt,null,null,null,null,null,null,null,BAKARA,ROAD,null,BAKARA,SA,5354,-34.68757921,139.8353542,"BAKARA ROAD, BAKARA SA 5354"
Boree Creek,LOCATION,18701217-412-104088682 (1 of 2).txt,null,null,null,null,null,null,null,BOULDER CREEK,ROAD,null,HORSE CREEK,QLD,4714,-23.66823007,150.3705048,"BOULDER CREEK ROAD, HORSE CREEK QLD 4714"
Avoca,LOCATION,18870202-180-66082090 (2 of 2).txt,null,null,null,null,null,null,null,AVOCA,ROAD,null,AVOCA,QLD,4670,-24.87872961,152.3054074,"AVOCA ROAD, AVOCA QLD 4670"
Crestvick,LOCATION,18870202-180-66082090 (2 of 2).txt,null,150,null,null,null,null,null,ASCOT-CRESWICK,ROAD,null,CRESWICK,VIC,3363,-37.41453725,143.8717211,"150 ASCOT-CRESWICK ROAD, CRESWICK VIC 3363"
Homebush,LOCATION,18870202-180-66082090 (2 of 2).txt,null,null,null,null,null,null,null,HOMEBUSH,ROAD,null,HOMEBUSH,QLD,4740,-21.28566507,149.0573732,"HOMEBUSH ROAD, HOMEBUSH QLD 4740"
Echuca,LOCATION,18870202-180-66082090 (2 of 2).txt,null,155,null,null,null,null,null,ECHUCA-MITIAMO,ROAD,null,ECHUCA,VIC,3564,-36.18245189,144.7112403,"155 ECHUCA-MITIAMO ROAD, ECHUCA VIC 3564"
Maryborough,LOCATION,18870202-180-66082090 (2 of 2).txt,null,154,null,null,null,null,null,MARYBOROUGH-DUNOLLY,ROAD,null,MARYBOROUGH,VIC,3465,-37.01051733,143.7563917,"154 MARYBOROUGH-DUNOLLY ROAD, MARYBOROUGH VIC 3465"
Richmond,LOCATION,18870202-180-66082090 (2 of 2).txt,null,149,null,null,null,null,null,RICHMOND,ROAD,null,RICHMOND,SA,5033,-34.94201162,138.5672635,"149 RICHMOND ROAD, RICHMOND SA 5033"
Sandhurst,LOCATION,18870202-180-66082090 (2 of 2).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
Victoria j Point,LOCATION,18970104-16-3642934 (1 of 1).txt,null,687,null,null,null,null,null,VICTORIA POINT,ROAD,null,VICTORIA POINT,VIC,3294,-37.51223198,142.2655719,"687 VICTORIA POINT ROAD, VICTORIA POINT VIC 3294"
Mount Cotton,LOCATION,18970104-16-3642934 (1 of 1).txt,null,302,null,null,null,null,null,MOUNT BOLTON,ROAD,null,MOUNT BOLTON,VIC,3352,-37.35510714,143.6757458,"302 MOUNT BOLTON ROAD, MOUNT BOLTON VIC 3352"
Newnham,LOCATION,18910106-185-204143191 (2 of 2).txt,LEPRENA UNI OF TASMANIA,3,null,null,null,null,null,NEWNHAM,DRIVE,null,NEWNHAM,TAS,7248,-41.40040167,147.1258851,"LEPRENA UNI OF TASMANIA, 3 NEWNHAM DRIVE, NEWNHAM TAS 7248"
Avenel,LOCATION,18910106-185-204143191 (2 of 2).txt,null,null,null,null,null,null,null,AVENEL-LONGWOOD,ROAD,null,AVENEL,VIC,3664,-36.874324,145.2524144,"AVENEL-LONGWOOD ROAD, AVENEL VIC 3664"
Baillieston,LOCATION,18910106-185-204143191 (2 of 2).txt,null,1060,null,null,null,null,null,BYRNESIDE-GILLIESTON,ROAD,null,GILLIESTON,VIC,3616,-36.32379793,145.1867284,"1060 BYRNESIDE-GILLIESTON ROAD, GILLIESTON VIC 3616"
Lovedy Bay,LOCATION,18931207-1093-208303361 (1 of 3).txt,null,6,null,null,null,null,null,LOVETT BAY,null,null,LOVETT BAY,NSW,2105,-33.63302589,151.2766592,"6 LOVETT BAY, LOVETT BAY NSW 2105"
Thames,LOCATION,18710617-821-159531153 (3 of 3).txt,null,null,null,null,null,null,null,THANES CREEK,ROAD,null,THANE,QLD,4370,-28.16222572,151.6983579,"THANES CREEK ROAD, THANE QLD 4370"
Mossel Bay,LOCATION,18710617-821-159531153 (3 of 3).txt,null,151,null,null,null,null,null,MASSEY BAY,DRIVE,null,MASSEY BAY,WA,6701,-24.89655482,113.6694538,"151 MASSEY BAY DRIVE, MASSEY BAY WA 6701"
Liverpool,LOCATION,18880320-356-134048357 (2 of 2).txt,null,54,null,null,null,null,null,LIVERPOOL,STREET,null,LIVERPOOL,NSW,2170,-33.93365749,150.9056878,"54 LIVERPOOL STREET, LIVERPOOL NSW 2170"
Ashfield,LOCATION,18880320-356-134048357 (2 of 2).txt,null,null,null,null,null,null,null,ASHFIELD,ROAD,null,ASHFIELD,QLD,4670,-24.86682642,152.4078484,"ASHFIELD ROAD, ASHFIELD QLD 4670"
Denmark,LOCATION,18741230-366-100844348 (1 of 1).txt,null,null,null,null,null,null,null,RENMARK,AVENUE,null,RENMARK,SA,5341,-34.18622756,140.7350189,"RENMARK AVENUE, RENMARK SA 5341"
ARALUEN,LOCATION,18960114-35-14033182 (1 of 14).txt,LITTLE HILL,null,null,null,null,null,null,ARALUEN,ROAD,null,ARALUEN,NSW,2622,-35.6414263,149.8142044,"LITTLE HILL, ARALUEN ROAD, ARALUEN NSW 2622"
BRAIDWOOD,LOCATION,18960114-35-14033182 (1 of 14).txt,null,null,null,null,null,null,null,BROADWOOD,STREET,null,BROADWOOD,WA,6430,-30.78050962,121.4435285,"BROADWOOD STREET, BROADWOOD WA 6430"
York,LOCATION,18770124-180-66303565 (1 of 1).txt,null,6,null,null,null,null,null,NORTHAM-YORK,ROAD,null,YORK,WA,6302,-31.87259029,116.7833291,"6 NORTHAM-YORK ROAD, YORK WA 6302"
